round,start_sim,end_sim,duration_sim,start_wall,end_wall,duration_wall
1,1,6,5,05:18:44,05:26:05,441.076
2,6,11,5,05:26:05,05:33:20,434.217
3,11,15.6111,4.61107,05:33:20,05:39:46,386.571
4,15.6111,20.2276,4.6165,05:39:46,05:46:10,383.554
5,20.2276,24.0466,3.819,05:46:10,05:51:39,328.699
6,24.0466,29.0466,5,05:51:39,05:58:18,399.632
7,29.0466,34.0466,5,05:58:18,06:05:01,403.196
8,34.0466,39.0466,5,06:05:01,06:11:24,383.162
9,39.0466,44.0466,5,06:11:24,06:17:58,393.835
10,44.0466,49.0466,5,06:17:58,06:24:43,404.339
11,49.0466,54.0466,5,06:24:43,06:31:38,415.311
12,54.0466,59.0466,5,06:31:38,06:38:09,390.823
13,59.0466,64.0466,5,06:38:09,06:44:50,400.829
14,64.0466,67.723,3.67646,06:44:50,06:50:14,324.452
15,67.723,72.723,5,06:50:14,06:56:22,367.849
16,72.723,77.723,5,06:56:22,07:02:21,359.549
17,77.723,82.723,5,07:02:21,07:09:13,411.115
18,82.723,86.3466,3.62354,07:09:13,07:14:34,320.914
19,86.3466,91.3466,5,07:14:34,07:21:29,415.711
20,91.3466,96.3466,5,07:21:29,07:28:01,391.363
21,96.3466,101.347,5,07:28:01,07:34:08,367.662
22,101.347,106.347,5,07:34:08,07:40:51,402.544
23,106.347,111.347,5,07:40:51,07:47:18,387.051
24,111.347,116.347,5,07:47:18,07:53:57,398.873
25,116.347,121.347,5,07:53:57,08:01:03,426.301
26,121.347,126.347,5,08:01:03,08:08:04,420.73
27,126.347,131.347,5,08:08:04,08:14:32,387.916
28,131.347,136.347,5,08:14:32,08:21:39,427.047
29,136.347,141.347,5,08:21:39,08:27:46,366.909
30,141.347,145.304,3.957,08:27:46,08:33:24,338.607
31,145.304,150.304,5,08:33:24,08:40:01,396.973
32,150.304,155.304,5,08:40:01,08:46:31,389.437
33,155.304,158.937,3.6335,08:46:31,08:51:56,325.288
34,158.937,163.937,5,08:51:56,08:58:25,388.864
35,163.937,168.937,5,08:58:25,09:04:39,374.088
36,168.937,173.002,4.0645,09:04:39,09:10:39,360.277
37,173.002,178.002,5,09:10:39,09:17:25,406.061
38,178.002,183.002,5,09:17:25,09:23:54,389.24
39,183.002,188.002,5,09:23:54,09:30:26,391.744
40,188.002,193.002,5,09:30:26,09:36:57,391.193
41,193.002,198.002,5,09:36:57,09:43:45,407.537
42,198.002,203.002,5,09:43:45,09:50:58,433.45
43,203.002,208.002,5,09:50:58,09:57:28,389.718
44,208.002,212.875,4.873,09:57:28,10:04:15,407.235
45,212.875,217.875,5,10:04:15,10:10:51,395.122
46,217.875,222.875,5,10:10:51,10:17:27,396.199
47,222.875,226.56,3.685,10:17:27,10:22:42,315.556
48,226.56,231.248,4.6885,10:22:42,10:29:13,390.464
49,231.248,236.248,5,10:29:13,10:35:39,386.334
50,236.248,241.248,5,10:35:39,10:41:46,366.635
51,241.248,246.248,5,10:41:46,10:47:54,368.148
52,246.248,249.827,3.5785,10:47:54,10:53:32,337.774
53,249.827,254.827,5,10:53:32,10:59:41,369.032
54,254.827,259.827,5,10:59:41,11:06:24,403.701
55,259.827,264.827,5,11:06:24,11:13:10,405.494
56,264.827,269.827,5,11:13:10,11:19:45,395.423
57,269.827,274.827,5,11:19:45,11:25:54,368.614
58,274.827,279.827,5,11:25:54,11:32:24,389.739
59,279.827,284.827,5,11:32:24,11:38:59,394.939
60,284.827,289.827,5,11:38:59,11:45:39,400.545
61,289.827,293.347,3.5205,11:45:39,11:50:53,313.616
62,293.347,298.347,5,11:50:53,11:57:15,382.253
63,298.347,303.347,5,11:57:15,12:03:55,400.41
64,303.347,308.347,5,12:03:55,12:10:56,420.33
65,308.347,313.347,5,12:10:56,12:17:12,376.494
66,313.347,318.347,5,12:17:12,12:24:07,414.546
67,318.347,323.347,5,12:24:07,12:30:42,395.402
68,323.347,328.347,5,12:30:42,12:37:15,392.566
69,328.347,332.012,3.6645,12:37:15,12:42:40,325.559
70,332.012,337.012,5,12:42:40,12:49:18,397.798
71,337.012,342.012,5,12:49:18,12:56:01,402.613
72,342.012,347.012,5,12:56:01,13:02:36,395.116
73,347.012,352.012,5,13:02:36,13:09:44,428.205
74,352.012,357.012,5,13:09:44,13:16:19,395.094
75,357.012,362.012,5,13:16:19,13:23:19,419.666
76,362.012,367.012,5,13:23:19,13:30:17,418.288
77,367.012,372.012,5,13:30:17,13:36:47,389.402
78,372.012,377.012,5,13:36:47,13:43:41,414.885
79,377.012,382.012,5,13:43:41,13:50:50,428.32
80,382.012,387.012,5,13:50:50,13:56:59,368.948
81,387.012,392.012,5,13:56:59,14:03:15,376.635
82,392.012,396.466,4.4545,14:03:15,14:09:29,374.159
83,396.466,401.466,5,14:09:29,14:15:49,379.227
84,401.466,406.466,5,14:15:49,14:22:10,381.794
85,406.466,411.466,5,14:22:10,14:28:10,359.593
86,411.466,416.466,5,14:28:10,14:34:35,385.38
87,416.466,421.466,5,14:34:35,14:41:03,387.847
88,421.466,426.466,5,14:41:03,14:47:48,404.845
89,426.466,431.466,5,14:47:48,14:54:02,373.525
90,431.466,436.466,5,14:54:02,15:00:00,358.588
91,436.466,441.466,5,15:00:00,15:06:35,394.993
92,441.466,446.466,5,15:06:35,15:13:01,385.625
93,446.466,451.466,5,15:13:01,15:19:45,403.813
94,451.466,456.466,5,15:19:45,15:26:18,393.514
95,456.466,461.059,4.593,15:26:18,15:32:41,382.327
96,461.059,466.059,5,15:32:41,15:39:00,379.36
97,466.059,471.059,5,15:39:00,15:45:54,413.824
98,471.059,475.481,4.422,15:45:54,15:51:56,362.078
99,475.481,480.481,5,15:51:56,15:58:31,395.364
100,480.481,484.15,3.669,15:58:31,16:03:50,318.932
