round,ndi0_count,ndi1_count
1,279,5030
2,281,5545
3,369,4499
4,426,4950
5,234,3894
6,334,6853
7,314,4873
8,459,3846
9,326,3860
10,379,4319
11,203,2964
12,195,5370
13,340,5808
14,759,4608
15,627,9607
16,409,2589
17,377,5124
18,249,2806
19,429,7205
20,367,3662
21,61,2607
22,132,2235
23,131,4572
24,180,3282
25,74,3037
26,146,3001
27,441,6178
28,99,3518
29,345,2844
30,224,5354
31,71,1523
32,73,4922
33,377,4447
34,270,4536
35,254,3153
36,77,5316
37,239,3179
38,328,3588
39,239,5525
40,693,6467
41,96,3031
42,26,2295
43,148,2937
44,89,1586
45,431,3623
46,323,5688
47,316,3801
48,388,7799
49,350,6556
50,239,1696
51,143,1853
52,151,3819
53,1,2370
54,153,5635
55,167,2942
56,664,4177
57,336,3839
58,205,2188
59,174,5996
60,132,2763
61,8,4231
62,5,2438
63,134,2813
64,140,2570
65,341,4960
66,501,3682
67,77,793
68,2,4043
69,25,2868
70,108,2176
71,112,5150
72,172,3480
73,163,7429
74,137,4499
75,550,6576
76,307,2195
77,47,2438
78,226,2159
79,8,979
80,60,1921
81,28,3387
82,214,3440
83,250,6988
84,321,5823
85,246,5349
86,235,3955
87,297,3999
88,251,3945
89,247,3707
90,68,3396
91,189,2580
92,217,5058
93,5,4004
94,168,5386
95,0,2370
96,41,2437
97,160,1813
98,160,3407
99,175,3661
100,143,3272
