round,count
1,5309
2,5826
3,4868
4,5376
5,4128
6,7187
7,5187
8,4305
9,4186
10,4698
11,3167
12,5565
13,6148
14,5367
15,10234
16,2998
17,5501
18,3055
19,7634
20,4029
21,2668
22,2367
23,4703
24,3462
25,3111
26,3147
27,6619
28,3617
29,3189
30,5578
31,1594
32,4995
33,4824
34,4806
35,3407
36,5393
37,3418
38,3916
39,5764
40,7160
41,3127
42,2321
43,3085
44,1675
45,4054
46,6011
47,4117
48,8187
49,6906
50,1935
51,1996
52,3970
53,2371
54,5788
55,3109
56,4841
57,4175
58,2393
59,6170
60,2895
61,4239
62,2443
63,2947
64,2710
65,5301
66,4183
67,870
68,4045
69,2893
70,2284
71,5262
72,3652
73,7592
74,4636
75,7126
76,2502
77,2485
78,2385
79,987
80,1981
81,3415
82,3654
83,7238
84,6144
85,5595
86,4190
87,4296
88,4196
89,3954
90,3464
91,2769
92,5275
93,4009
94,5554
95,2370
96,2478
97,1973
98,3567
99,3836
100,3415
