round,total_tbSize
1,3820671
2,2778604
3,3813584
4,4202620
5,3969396
6,5249484
7,4451220
8,3626819
9,3538498
10,4365738
11,2584190
12,4109202
13,4700428
14,3910310
15,6310837
16,3217685
17,4491556
18,2992596
19,5653623
20,4078157
21,2895415
22,3049925
23,3745704
24,4236452
25,2676907
26,3710021
27,6079672
28,3402777
29,3127278
30,4572529
31,1992702
32,4379160
33,4199437
34,4632614
35,3412105
36,4166407
37,3643016
38,3848129
39,4085240
40,5864306
41,3765997
42,2623939
43,2978401
44,1961961
45,3638314
46,5097003
47,3482187
48,5556784
49,6406452
50,2899979
51,1948616
52,3839992
53,2380708
54,4320973
55,2679322
56,4816351
57,4117596
58,2885616
59,4710321
60,3075326
61,3196356
62,2432348
63,3758887
64,3267296
65,4280544
66,4154174
67,1225642
68,3194947
69,3208843
70,2791058
71,4536465
72,3706305
73,5025566
74,4760344
75,6182465
76,3093583
77,2501448
78,3391544
79,1604896
80,2606523
81,3241281
82,4240127
83,5326097
84,4920847
85,4922610
86,3973903
87,3429757
88,4097623
89,3861324
90,3720515
91,3660548
92,5008363
93,3215452
94,4803094
95,2381359
96,2544022
97,2318684
98,3634796
99,3622587
100,3298727
