round,total_ul_rbg
1,41942
2,31523
3,39626
4,41899
5,42088
6,55216
7,47376
8,36697
9,35526
10,44636
11,27237
12,44762
13,49580
14,35939
15,65905
16,31556
17,47219
18,31404
19,60331
20,42431
21,32252
22,32624
23,39190
24,44329
25,29185
26,39944
27,65628
28,37535
29,31925
30,47810
31,21718
32,47680
33,43211
34,48886
35,34877
36,45716
37,37730
38,38861
39,43079
40,61149
41,40597
42,29311
43,31586
44,21183
45,35244
46,53543
47,35660
48,59213
49,67828
50,29410
51,21324
52,42264
53,26733
54,47661
55,29150
56,48008
57,42966
58,30036
59,51596
60,32895
61,35852
62,27312
63,40367
64,35488
65,46240
66,41754
67,12599
68,35749
69,35712
70,29657
71,50409
72,39478
73,55549
74,52133
75,63101
76,31385
77,27255
78,34614
79,17776
80,28761
81,36844
82,46621
83,58000
84,52141
85,52361
86,43161
87,34327
88,42559
89,40265
90,40404
91,37942
92,53725
93,35908
94,52694
95,26625
96,27625
97,23825
98,41479
99,39236
100,35315
