round,ids
1,15;102;125;36
2,87;122;68
3,112;125;12
4,133;76;150
5,76;148;139;12
6,108;66;60;147;123
7,128;38;13
8,141;94
9,34;128
10,128;147;66
11,44;5
12,44;70;87;20
13,139;131;141;80
15,137;145;4;144;71
16,70;136
17,148;32;83
18,147;6
19,80;75;133;71;143
20,117;84;76
21,42;102;132
22,38;21;150
23,108;100;75;42
24,24;80;115
25,42;125;27
26,8;93;100;13
27,68;38;121;123;33;107
28,72;143;114
29,50;83
30,110;32;131;5
31,51;38
32,98;142;68;36;110
33,13;107;125
34,139;4;38;150
35,5;131;120
36,5;71;76;55
37,75;148;84
38,98;40;57
39,4;112;47;32
40,27;72;81;125
41,100;81;15;98
42,49;24;40
43,71;13;58
44,44;139
45,58;38;15
46,116;124;123;87;70
47,51;133;68
48,55;3;80;96;26
49,123;56;88;129;112
50,81;80
51,134;95
52,136;52;18;62
53,100;134;13
54,68;72;75;7;74
55,44;18;134
56,108;134;115
57,7;21;65;37
58,26;140
59,47;72;70;46;111
60,145;62;7
61,81;45;65;18
62,133;131;66
63,15;18;32;37
64,83;36;80
65,108;87;47;34
66,128;112
67,87
68,75;130;95;44
69,139;124;13;73
70,26;127;23
71,44;133;131;107;42
72,23;8;6;77
73,18;60;112;124;27;134
74,72;125;144;51;81
75,139;5;88;33;110
76,125;21;61
77,8;34;116
78,112;111
79,80;149
80,130;134;95
81,84;147;8;110
82,147;129;140;132
83,130;44;88;26;101
84,140;93;122;51;24
85,100;128;26;117;35
86,125;122;102;93
87,134;147
88,72;80;145;2
89,21;137;7
90,13;144;83;111
91,68;111;133
92,6;130;5;71;38
93,96;100;4;7
94,115;102;60;112
95,128;114;56
96,125;60;96
97,131;37
98,24;121;60;125
99,49;75;130;37
100,20;110;3
