round,ids
1,1.40057;3.61303;4.08957;4.47407
2,3.40957;3.42406;3.46403
3,3.70557;4.14257;4.76906
4,2.14853;2.20207;4.01707
5,1.52357;3.14807;3.29603;3.86457
6,3.36806;3.39907;3.57007;3.85857;4.58453
7,1.18403;3.23406;3.60807
8,2.49706;3.52203
9,3.00057;3.16257
10,1.60903;3.78707;3.81607
11,1.88103;3.67607
12,1.24707;3.18007;3.27857;3.40607
13,1.85707;1.89903;3.66857;3.68557
15,3.29357;3.57353;3.59757;3.77203;4.34907
16,2.33107;3.80107
17,2.46457;2.94653;4.56653
18,1.36903;3.00307
19,1.58907;3.59053;3.59356;3.76557;4.38007
20,1.53407;2.08203;3.55206
21,1.57207;2.73503;3.20403
22,1.47507;2.08607;2.66257
23,2.37506;3.01607;3.01707;3.40407
24,1.60253;2.32356;2.47507
25,1.27053;2.41657;2.41903
26,1.61707;1.95157;2.43857;3.19707
27,1.56103;2.99807;3.18753;3.78157;4.00107;4.17657
28,1.096;2.47646;2.477
29,2.055;2.5725
30,1.5935;2.9465;2.95896;2.9965
31,1.7465;2.20346
32,1.119;2.61146;2.889;2.9485;3.5055
33,2.24846;3.096;3.287
34,1.50746;1.572;3.1;4.2515
35,1.915;1.9155;2.42
36,1.6275;3.221;3.22296;3.2955
37,1.089;2.5455;3.3335
38,2.4595;2.8005;3.822
39,1.6755;3.7455;3.74746;3.908
40,1.087;3.10046;3.24546;3.6675
41,1.453;1.859;2.33;2.4505
42,1.20546;1.88001;2.0695
43,1.5765;1.579;4.44296
44,1.0805;2.049
45,1.3815;2.64996;2.64996
46,1.8205;3.4135;3.4265;3.648;3.6545
47,1.0775;2.8;3.028
48,1.173;3.6395;4.338;4.3395;4.45346
49,2.725;3.3835;3.3865;3.5365;3.758
50,1.16246;1.7515
51,1.9995;3.069
52,2.0355;2.17096;2.80946;2.8175
53,1.149;1.8715;1.872
54,1.6595;3.222;3.2235;3.273;3.2945
55,1.105;2.509;2.53946
56,2.86;3.482;4.41246
57,1.102;2.549;3.54746;4.6965
58,1.8635;3.312
59,1.653;1.68696;3.22746;3.31046;3.431
60,1.0865;2.05;2.0505
61,1.05696;2.5115;2.513;2.582
62,1.068;2.1885;2.261
63,1.549;1.9405;2.64846;3.538
64,1.51596;2.00896;2.48296
65,1.48896;1.54996;3.06;3.0625
66,2.367;4.07996
67,1.347
68,1.0715;2.525;2.525;2.6315
69,1.067;1.819;1.82;2.0415
70,1.83696;1.98796;2.3705
71,1.121;2.98646;2.9895;3.4945;3.87646
72,2.0235;2.71696;2.9305;3.29946
73,1.5015;1.5755;3.49646;3.6505;3.6685;4.54996
74,1.487;2.322;2.97253;3.05004;3.98003
75,1.83404;2.028;2.507;4.10653;4.12803
76,1.43003;1.72303;3.63853
77,1.12704;1.86254;1.86503
78,1.41803;1.93604
79,1.17603;1.45503
80,1.40003;1.87653;1.93953
81,1.57903;1.6135;2.53253;2.54853
82,1.12753;2.44354;2.97853;4.01203
83,2.47853;2.49203;2.64704;3.76303;3.779
84,1.984;2.94603;3.60753;3.62303;3.95854
85,2.35353;2.36653;2.4005;2.81953;4.20704
86,1.13503;2.46554;2.52454;3.53604
87,3.09354;3.215
88,1.144;2.47054;2.47103;3.94504
89,1.51953;2.21803;2.38054
90,1.127;2.4735;2.53403;3.03853
91,1.21303;1.74603;2.206
92,1.04753;2.7795;3.14553;4.07353;4.1705
93,1.087;2.43054;2.43254;2.54054
94,3.04404;3.41153;3.41453;4.85803
95,1.08853;2.021;2.021
96,1.37753;1.97404;1.97503
97,1.79253;3.81554
98,1.16554;2.61954;2.76853;3.71553
99,1.0685;2.45853;2.47303;3.9165
100,1.05153;2.35054;2.4245
