round,avg_ul_mcs
1,27.5766
2,27.122
3,27.7089
4,27.6075
5,27.5235
6,27.6407
7,27.7023
8,26.9343
9,27.6326
10,27.4134
11,27.4231
12,27.8573
13,27.6318
14,27.4908
15,27.7457
16,27.0787
17,27.5752
18,27.1807
19,27.692
20,27.3475
21,27.3347
22,27.5771
23,27.6934
24,27.6161
25,27.5985
26,27.6336
27,27.6403
28,27.6193
29,27.1286
30,27.7203
31,27.3708
32,27.8078
33,27.3396
34,27.7012
35,27.5122
36,27.6566
37,27.6641
38,27.4867
39,27.7137
40,27.6117
41,27.7768
42,27.4994
43,27.6759
44,27.4233
45,27.4785
46,27.5287
47,27.5983
48,27.5549
49,27.5892
50,27.0656
51,27.25
52,27.4345
53,27.5867
54,27.7688
55,27.5915
56,27.4166
57,27.4594
58,27.191
59,27.5588
60,27.4187
61,27.7426
62,27.5354
63,27.4004
64,27.5369
65,27.3922
66,27.284
67,27.3713
68,27.8269
69,27.6129
70,27.3892
71,27.778
72,27.6043
73,27.8314
74,27.7625
75,27.8045
76,27.3969
77,27.5936
78,27.1836
79,27.4326
80,27.6184
81,27.4659
82,26.9603
83,27.6984
84,27.4963
85,27.6897
86,27.5742
87,27.5805
88,27.6923
89,27.6204
90,27.7159
91,27.4828
92,27.7837
93,27.7905
94,27.3606
95,27.8228
96,27.661
97,27.0208
98,26.6787
99,27.5279
100,27.6785
