round,total_tbSize
1,4922420
2,4939463
3,5648847
4,5728037
5,3866688
6,5586406
7,5127231
8,5044451
9,4660704
10,5443893
11,5064669
12,5152151
13,5127233
14,4459827
15,5584361
16,5431567
17,4328308
18,4530048
19,4571321
20,4601666
21,5998651
22,4774150
23,6170457
24,5010429
25,5653291
26,4542324
27,4713106
28,4969660
29,5248823
30,4668840
31,4921892
32,5576213
33,5524122
34,5230520
35,5040482
36,4779372
37,5549104
38,4261665
39,3955268
40,5106644
41,4908700
42,3809349
43,4095195
44,4496494
45,4407714
46,5453207
47,5182594
48,5191816
49,6007437
50,5404147
51,5327260
52,4955072
53,5248534
54,5674527
55,4735055
56,4815510
57,5370195
58,4631655
59,4244128
60,4992071
61,3259130
62,5271430
63,4924321
64,4265443
65,5724213
66,4969232
67,4965497
68,4890058
69,4183257
70,5044349
71,5012271
72,5111270
73,4591320
74,5505505
75,5213050
76,4407587
77,4574594
78,5242830
79,3247385
80,4853189
81,5249451
82,3678352
83,4204336
84,5085601
85,5192451
86,3959835
87,5033243
88,5023413
89,4877759
90,4788605
91,4080956
92,5500336
93,3927844
94,3668612
95,4420788
96,4813730
97,5417246
98,4222062
99,4074807
100,5670398
