round,start_sim,end_sim,duration_sim,start_wall,end_wall,duration_wall
1,1,6,5,21:47:44,21:55:59,494.816
2,6,9.71757,3.71757,21:55:59,22:01:56,357.012
3,9.71757,13.8126,4.095,22:01:56,22:08:11,375.152
4,13.8126,18.1511,4.3385,22:08:11,22:14:45,393.872
5,18.1511,23.1511,5,22:14:45,22:21:28,402.856
6,23.1511,27.7016,4.5505,22:21:28,22:28:17,409.343
7,27.7016,32.7016,5,22:28:17,22:35:30,432.165
8,32.7016,37.7016,5,22:35:30,22:42:46,435.923
9,37.7016,42.7016,5,22:42:46,22:49:40,414.289
10,42.7016,46.8426,4.141,22:49:40,22:55:48,368.409
11,46.8426,50.588,3.74546,22:55:48,23:01:30,342.237
12,50.588,55.588,5,23:01:30,23:08:22,411.658
13,55.588,59.3386,3.75053,23:08:22,23:14:03,341.274
14,59.3386,64.3386,5,23:14:03,23:21:07,423.837
15,64.3386,68.3056,3.967,23:21:07,23:27:08,360.874
16,68.3056,73.3056,5,23:27:08,23:34:23,435.015
17,73.3056,78.3056,5,23:34:23,23:41:27,423.487
18,78.3056,83.3056,5,23:41:27,23:48:45,438.531
19,83.3056,88.3056,5,23:48:45,23:55:32,407.11
20,88.3056,93.3056,5,23:55:32,00:02:35,422.955
21,93.3056,98.3056,5,00:02:35,00:09:18,402.673
22,98.3056,103.306,5,00:09:18,00:16:21,422.872
23,103.306,108.306,5,00:16:21,00:23:27,426.219
24,108.306,113.306,5,00:23:27,00:30:26,419.319
25,113.306,117.277,3.971,00:30:26,00:36:24,358.091
26,117.277,122.277,5,00:36:24,00:43:28,423.19
27,122.277,127.277,5,00:43:28,00:50:32,424.275
28,127.277,132.277,5,00:50:32,00:57:24,411.85
29,132.277,136.05,3.773,00:57:24,01:03:09,345.515
30,136.05,141.05,5,01:03:09,01:10:01,411.715
31,141.05,144.59,3.53996,01:10:01,01:15:27,325.988
32,144.59,148.97,4.3805,01:15:27,01:22:15,407.987
33,148.97,153.822,4.85204,01:22:15,01:29:05,410.436
34,153.822,157.813,3.99096,01:29:05,01:35:11,365.394
35,157.813,162.813,5,01:35:11,01:42:42,451.272
36,162.813,167.813,5,01:42:42,01:49:30,408.285
37,167.813,172.292,4.47904,01:49:30,01:56:14,403.463
38,172.292,177.292,5,01:56:14,02:03:15,421.727
39,177.292,182.292,5,02:03:15,02:09:39,383.124
40,182.292,185.99,3.69796,02:09:39,02:15:32,353.15
41,185.99,190.99,5,02:15:32,02:22:49,437.512
42,190.99,195.99,5,02:22:49,02:29:01,371.54
43,195.99,200.99,5,02:29:01,02:35:47,406.616
44,200.99,205.99,5,02:35:47,02:42:52,424.456
45,205.99,210.99,5,02:42:52,02:49:42,409.925
46,210.99,214.85,3.86004,02:49:42,02:55:25,342.936
47,214.85,218.27,3.4195,02:55:25,03:00:30,304.914
48,218.27,223.27,5,03:00:30,03:07:32,422.762
49,223.27,228.27,5,03:07:32,03:14:42,429.193
50,228.27,233.27,5,03:14:42,03:21:28,406.226
51,233.27,238.27,5,03:21:28,03:28:29,421.157
52,238.27,243.27,5,03:28:29,03:35:33,423.869
53,243.27,248.27,5,03:35:33,03:42:24,411.511
54,248.27,252.508,4.23847,03:42:24,03:48:57,392.871
55,252.508,257.508,5,03:48:57,03:55:47,409.358
56,257.508,262.508,5,03:55:47,04:02:24,397.299
57,262.508,267.508,5,04:02:24,04:09:19,414.715
58,267.508,272.508,5,04:09:19,04:16:09,410.787
59,272.508,277.508,5,04:16:09,04:22:48,398.433
60,277.508,281.166,3.65753,04:22:48,04:28:24,336.271
61,281.166,286.166,5,04:28:24,04:34:47,382.598
62,286.166,290.002,3.836,04:34:47,04:40:33,346.084
63,290.002,295.002,5,04:40:33,04:47:14,401.48
64,295.002,300.002,5,04:47:14,04:53:52,397.9
65,300.002,304.013,4.011,04:53:52,04:59:56,363.994
66,304.013,307.511,3.498,04:59:56,05:05:40,343.732
67,307.511,312.511,5,05:05:40,05:12:33,413.081
68,312.511,315.951,3.4405,05:12:33,05:18:08,334.916
69,315.951,320.951,5,05:18:08,05:24:59,411.443
70,320.951,324.496,3.545,05:24:59,05:30:22,322.32
71,324.496,328.128,3.632,05:30:22,05:35:54,332.717
72,328.128,333.128,5,05:35:54,05:42:58,423.324
73,333.128,338.128,5,05:42:58,05:49:39,401.108
74,338.128,342.09,3.962,05:49:39,05:55:41,361.812
75,342.09,346.373,4.28296,05:55:41,06:01:58,376.935
76,346.373,351.373,5,06:01:58,06:08:52,414.358
77,351.373,356.373,5,06:08:52,06:15:35,402.81
78,356.373,360.279,3.90554,06:15:35,06:21:28,353.025
79,360.279,365.279,5,06:21:28,06:27:54,386.162
80,365.279,370.279,5,06:27:54,06:34:48,413.805
81,370.279,374.215,3.93596,06:34:48,06:40:46,358.551
82,374.215,379.215,5,06:40:46,06:47:26,400.047
83,379.215,384.215,5,06:47:26,06:54:07,400.334
84,384.215,387.798,3.5835,06:54:07,06:59:51,344.335
85,387.798,391.58,3.7815,06:59:51,07:05:56,364.975
86,391.58,396.58,5,07:05:56,07:12:20,383.619
87,396.58,401.58,5,07:12:20,07:19:03,403.1
88,401.58,405.257,3.67704,07:19:03,07:24:36,332.983
89,405.257,410.257,5,07:24:36,07:31:33,417.269
90,410.257,415.257,5,07:31:33,07:38:26,412.983
91,415.257,420.257,5,07:38:26,07:45:15,408.703
92,420.257,424.88,4.6235,07:45:15,07:52:14,419.772
93,424.88,429.88,5,07:52:14,07:58:40,385.666
94,429.88,434.88,5,07:58:40,08:05:08,387.58
95,434.88,439.88,5,08:05:08,08:11:52,404.501
96,439.88,444.88,5,08:11:52,08:19:02,430.144
97,444.88,448.506,3.6255,08:19:02,08:24:35,333.096
98,448.506,453.506,5,08:24:35,08:31:27,411.737
99,453.506,458.506,5,08:31:27,08:38:10,403.274
100,458.506,462.43,3.924,08:38:10,08:44:21,370.418
