round,total_ul_rbg
1,37461
2,24357
3,25346
4,27023
5,29730
6,27526
7,30844
8,29968
9,29809
10,24637
11,21130
12,28574
13,21583
14,28886
15,24154
16,30033
17,27926
18,29015
19,29131
20,30561
21,30246
22,28627
23,32522
24,29742
25,23883
26,28240
27,29047
28,29216
29,22222
30,28517
31,20184
32,26632
33,29277
34,23660
35,29617
36,29004
37,26753
38,26895
39,24587
40,18483
41,26493
42,24894
43,24743
44,24266
45,25401
46,19974
47,17887
48,24742
49,26384
50,25900
51,25685
52,25845
53,24799
54,20987
55,24412
56,24998
57,25979
58,23364
59,24628
60,18481
61,23312
62,19387
63,24977
64,25250
65,20975
66,17461
67,25375
68,16562
69,24322
70,17455
71,17885
72,23911
73,25236
74,20987
75,21079
76,24445
77,26004
78,19910
79,23947
80,25524
81,20457
82,24883
83,23388
84,17456
85,18396
86,24570
87,24787
88,18486
89,24236
90,24031
91,23603
92,22565
93,25235
94,23690
95,24939
96,24372
97,18947
98,24559
99,24197
100,20951
