round,ids
1,102;149;135;71;125
2,80;7;87;68;26;51
3,26;94;44;27;12;58
4,131;26;27;94;62;23
5,12;148;72;64
6,50;12;27;33;71;138
7,134;71;23;81;143
8,107;116;141;2
9,94;144;149;8;81
10,27;8;116;44;148;61
11,149;44;8;12;51;134
12,44;23;130;87;94
13,131;130;33;143;26;4
14,131;148;26;72;87
15,144;148;71;137;51;4
16,26;131;116;87;68
17,139;116;148;51;83
18,26;148;131;137;149
19,27;131;71;80;143
20,87;27;143;116
21,42;102;4;50
22,42;62;116;131;50
23,42;62;7;26
24,134;80;44;12;138
25,134;42;23;26;27;125
26,94;149;44;8;107
27,68;139;7;33
28,72;68;143;87;80
29,80;71;83;148;4;62
30,112;131;141;26;110
31,51;137;72;83;4;9
32,25;116;68;44;149;61
33,130;72;62;7;144;135
34,139;4;27;8;68;10
35,137;144;131;7;9
36,148;131;80;71
37,83;148;141;12;7;135
38,51;141;144;143
39,51;10;4;2
40,137;12;80;72;27;71
41,81;130;139;50
42,12;102;10
43,71;149;27;94
44,72;44;141;4;42
45,148;94;81;135
46,116;68;7;87;8;23
47,131;68;51;83;58;144
48,4;144;72;26;116
49,4;26;47;137;10
50,80;130;116;9;134
51,4;134;44;26;81
52,26;116;62;51
53,51;135;134;81
54,68;130;116;72;12;9
55,44;134;33;148;138
56,134;50;47;26;135
57,7;33;68;143;4
58,8;131;80;26;72
59,131;72;130;135;9
60,130;149;116;62;26;141
61,130;131;87;81
62,130;131;44;135;62;33
63,26;116;47;63;146
64,80;116;141;83;138
65,87;12;47;26;71;23
66,62;2;42;141;27;148
67,122;87;9;10
68,130;50;47;71;83;44
69,116;8;130;83;68
70,26;116;83;62;144;4
71,44;83;130;131;143;42
72,8;130;134;33;135
73,71;134;148;27;144
74,72;144;81;10;51;12
75,26;33;141;80;44;2
76,134;94;68;62;8
77,68;8;143;116;139
78,130;143;8;72;112;12
79,62;80;149;7
80,116;134;72;130;135
81,131;8;116;12;26;71
82,116;130;80;110
83,149;130;44;26;143
84,130;12;51;47;83;33
85,143;7;116;44;26;144
86,143;102;125;71
87,143;139;51;134;2
88,72;51;143;4;83;87
89,51;137;7;134;12
90,144;131;81;83;102
91,83;116;135;47;68
92,72;9;130;51;12;71
93,12;4;7;10
94,2;116;44;135
95,134;131;62;2
96,62;116;131;134;50
97,131;50;44;42;148;33
98,102;125;62;134
99,130;87;144;26;12
100,33;62;116;149;27;135
