round,total_ul_rbg
1,33457
2,47406
3,28732
4,41542
5,41391
6,44446
7,62444
8,46820
9,70320
10,33281
11,61963
12,42238
13,48439
14,24287
15,49707
16,50829
17,57658
18,41597
19,45815
20,42637
21,27443
22,22081
23,39078
24,35378
25,50552
26,58820
27,55172
28,56354
29,22748
30,60699
31,53547
32,44205
33,1917
34,54662
35,29649
36,36500
37,35683
38,63196
39,47250
40,39024
41,56677
42,53288
43,19644
44,54381
45,30488
46,48671
47,27868
48,60105
49,38709
50,37783
51,44775
52,44861
53,46142
54,49957
55,40194
56,53690
57,54995
58,40724
59,44945
60,49269
61,66678
62,39814
63,48058
64,27343
65,43273
66,47799
67,42273
68,29008
69,64645
70,23569
71,59237
72,39811
73,41530
74,59053
75,34454
76,38752
77,40146
78,35839
79,29240
80,45411
81,43946
82,43978
83,30485
84,41570
85,48271
86,45591
87,42377
88,32385
89,53985
90,36154
91,38671
92,50344
93,40164
94,50637
95,36942
96,55010
97,35916
98,41384
99,40831
100,44978
