round,total_ul_rbg
1,51141
2,37129
3,22128
4,21626
5,21073
6,23355
7,21002
8,22123
9,23544
10,22301
11,17610
12,21811
13,22781
14,21463
15,22217
16,22873
17,22772
18,22134
19,21958
20,22660
21,22482
22,21535
23,21284
24,22141
25,23075
26,19230
27,25661
28,23226
29,20890
30,22822
31,23332
32,22734
33,21348
34,22021
35,18719
36,10627
37,11410
38,8986
39,10847
40,10913
41,11726
42,11161
43,10282
44,11245
45,11047
46,12053
47,11193
48,11406
49,10820
50,10821
51,10866
52,11051
53,10737
54,11414
55,11381
56,11237
57,11882
58,11178
59,2626
