round,start,end,dur_s,dest,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,1,6,5,1.0.0.2,3750.67,3563.92,3563.92,18.8953,2.16477,13.6849,86.3151,4494,3879,2344167,2227450
1,1,6,5,5.0.0.2,378849,5847.9,5847.9,7.54622,2.27493,98.4561,1.54392,225077,3475,236780445,3654936
2,6,11,5,1.0.0.2,5109.09,4894.02,4894.02,18.2757,2.54754,1.9521,98.0479,4969,4872,3193184,3058764
2,6,11,5,5.0.0.2,97089.9,4329.58,4329.58,6.76836,2.00086,95.541,4.45901,57681,2572,60681200,2705988
3,11,16,5,1.0.0.2,3188.51,3029.78,3029.78,16.368,1.79061,21.4669,78.5331,4472,3512,1992821,1893614
3,11,16,5,5.0.0.2,7848.94,2744.24,2744.24,6.69953,1.99262,65.044,34.956,4663,1630,4905585,1715151
4,16,21,5,1.0.0.2,5157.15,5085.8,5085.8,15.3999,1.51879,2.05574,97.9443,5059,4955,3223218,3178626
4,16,21,5,5.0.0.2,6288.93,2712.44,2712.44,6.695,1.99137,56.879,43.121,3736,1611,3930583,1695276
5,21,26,5,1.0.0.2,4788.19,4715.78,4715.78,18.9159,1.62912,7.28346,92.7165,4572,4239,2992617,2947365
5,21,26,5,5.0.0.2,6288.93,2712.44,2712.44,6.695,1.99137,56.879,43.121,3736,1611,3930583,1695276
6,26,31,5,1.0.0.2,5049.89,4885.78,4885.78,21.2441,1.69149,1.55327,98.4467,4571,4500,3156182,3053611
6,26,31,5,5.0.0.2,6288.93,2712.44,2712.44,6.695,1.99137,56.879,43.121,3736,1611,3930583,1695276
7,31,35.4636,4.46357,1.0.0.2,8105.55,8021.05,8021.05,21.1364,1.60965,0.549268,99.4507,6008,5975,4522459,4475314
7,31,35.4636,4.46357,5.0.0.2,6288.93,2712.44,2712.44,6.69109,1.9905,56.8516,43.1484,3335,1439,3508884,1513396
8,35.4636,40.4636,5,1.0.0.2,5822.98,5617.06,5617.06,21.4895,2.16413,7.80507,92.1949,5048,4654,3639365,3510660
8,35.4636,40.4636,5,5.0.0.2,6288.93,2712.44,2712.44,6.695,1.99137,56.879,43.121,3736,1611,3930583,1695276
9,40.4636,45.4636,5,1.0.0.2,7429.02,7188.82,7188.82,25.9254,1.76998,1.71982,98.2802,5989,5886,4643135,4493015
9,40.4636,45.4636,5,5.0.0.2,6288.93,2712.44,2712.44,6.695,1.99137,56.879,43.121,3736,1611,3930583,1695276
10,45.4636,50.4636,5,1.0.0.2,3450.59,3102.1,3102.1,23.5677,2.59907,37.5565,62.4435,4428,2765,2156617,1938811
10,45.4636,50.4636,5,5.0.0.2,6288.93,2712.44,2712.44,6.695,1.99137,56.879,43.121,3736,1611,3930583,1695276
11,50.4636,54.1611,3.6975,1.0.0.2,9720.64,9551.43,9551.43,34.2756,1.8995,0.933771,99.0662,5783,5729,4492765,4414554
11,50.4636,54.1611,3.6975,5.0.0.2,6288.93,2712.44,2712.44,6.69688,1.9928,56.8947,43.1053,2763,1191,2906669,1253658
