flow_id,src,sport,dst,dport,start,end,active_s,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,7.0.0.157,49153,5.0.0.2,50000,1.00892,2.75557,1.74665,318022,1156.41,1156.41,11.8101,3.18438,99.6364,0.363625,66002,240,69434104,252480
2,7.0.0.152,49153,5.0.0.2,50000,1.00942,288.466,287.457,2344.45,1357.1,1357.1,6.92824,2.01626,42.1145,57.8855,80077,46353,84241004,48763356
3,7.0.0.156,49153,5.0.0.2,50000,1.01268,171.619,170.606,3944.48,1355.34,1355.34,6.45747,1.96043,65.6395,34.3605,79961,27475,84118972,28903700
4,7.0.0.154,49153,5.0.0.2,50000,1.01312,7.83157,6.81845,98521.7,1370.07,1370.07,6.37884,2.03253,98.6094,1.39063,79820,1110,83970640,1167720
5,7.0.0.153,49153,5.0.0.2,50000,1.01625,2.50407,1.48781,365774,882.434,882.434,17.6701,6.22311,99.7587,0.241251,64663,156,68025476,164112
6,7.0.0.155,49153,5.0.0.2,50000,1.03066,11.1426,10.1119,54711.2,1115.26,1115.26,7.12456,2.00666,97.9615,2.03846,65736,1340,69154272,1409680
7,7.0.0.3,49153,1.0.0.2,9,1.054,6.01007,4.95607,604.692,546.098,546.098,15.3289,4.39446,4.51264,95.4874,554,529,374612,338312
9,7.0.0.15,49153,1.0.0.2,9,1.073,4.61557,3.54257,112.822,75.814,75.814,17.31,3.20597,3.77734,96.2227,503,484,49960,33572
10,7.0.0.122,49153,1.0.0.2,9,1.074,6.00406,4.93006,1189.38,1189.38,1189.38,24.4072,0.985476,0,100,980,980,732964,732964
13,7.0.0.69,49153,1.0.0.2,9,1.155,6.08057,4.92557,689.84,630.883,630.883,15.0382,3.02189,3.27225,96.7277,764,739,424732,388432
14,7.0.0.81,49153,1.0.0.2,9,1.175,6.00406,4.82906,1214.25,1214.25,1214.25,21.0977,0.947832,0,100,980,980,732964,732964
17,7.0.0.83,49153,1.0.0.2,9,1.186,4.91156,3.72556,81.3063,20.3309,20.3309,7.33634,2.40496,75,25,728,182,37864,9468
19,7.0.0.8,49153,1.0.0.2,9,6.021,11.0065,4.98553,1173.39,1173.39,1173.39,13.2793,1.15904,0,100,947,947,731248,731248
21,7.0.0.3,49154,1.0.0.2,9,6.05,10.9155,4.86553,682.824,594.49,594.49,17.9832,4.70296,5.16039,94.8396,717,680,415288,361564
23,7.0.0.67,49153,1.0.0.2,9,6.1,11.0041,4.90407,1228.6,1195.44,1195.44,23.3761,1.98818,1.40987,98.5901,993,979,753140,732812
25,7.0.0.65,49153,1.0.0.2,9,6.121,11.0076,4.88657,400.497,345.483,345.483,23.9605,4.64141,4.22535,95.7746,639,612,244632,211028
27,7.0.0.103,49153,1.0.0.2,9,6.138,11.0041,4.86607,509.691,466.637,466.637,19.1809,3.40441,2.77372,97.2263,685,666,310024,283836
29,7.0.0.9,49153,1.0.0.2,9,6.172,11.0041,4.83207,1213.16,1213.16,1213.16,14.0662,1.04355,0,100,978,978,732760,732760
