round,ids
1,3.44907;3.66907
2,1.96706;4.23357;4.58507
3,1.77456;3.02003
4,1.57007;1.58803;3.19307;3.26407
5,1.40557;2.56503;2.63703;4.15207
6,1.59607;3.46107;3.47456
7,1.51507;1.53557;3.47057;3.47207;3.48853;4.46357
8,1.309;2.7965;2.82146
9,1.7005;1.837;3.80896;4.0655
10,2.0835;2.506
11,1.151;2.711;3.4891;3.5125;3.6095;3.6975
12,1.31096;3.42046;3.42146
13,1.156;2.80296;4.87499
14,1.174;2.078
15,1.3445;2.183;2.7415;3.0115;3.95649
16,1.442;2.71846;3.57299
17,1.72596;1.7315;3.2465;3.4465;4.467
18,1.4555;2.718;3.2885
19,1.217;1.49246;2.759;4.20596
20,1.4725;3.167;4.0725
21,1.151;3.46396
22,1.314;1.833
23,1.0635;2.70996;3.0535
24,2.302;2.5275;2.53096
25,2.939;3.7185;3.82;4.7445
26,2.2045;2.564;2.9;4.11646;4.1395;4.206
27,1.52;2.40497;4.26851
28,1.2555;1.7455;2.58296;2.877
29,1.09;1.7525
30,3.00647;3.18046;3.195;3.197
31,1.1075;3.185;3.19696;3.34
32,2.618;2.8955;3.062;3.4065
34,1.05;2.8805;3.108
35,1.135;1.943
36,1.051;2.0755;2.1385;2.33251
37,1.0085;3.0645;4.345
38,2.334;2.877;2.8785;2.883;3.87;3.994
39,1.34049;1.4095;1.937;2.194
40,1.4665;1.52396;2.697;2.8195
41,1.3845;2.42;3.2;3.462
42,1.04;2.44139;2.702;3.32696;4.1545
43,1.418;1.7345
44,1.2655;2.67;2.6705;3.09946;4.467
45,1.01346;2.04;4.0305
46,2.0615;2.2265;3.16746;4.918
47,1.00246;4.749
48,1.4475;1.4765;2.68146;2.6825;3.17896
49,1.91396;3.71796;4.34546
50,1.08596;2.3555;2.43596;2.64099
51,1.319;1.81846;2.3555;2.7725
52,0.996495;2.726;2.7435;2.79096
53,1.2365;2.3655;2.377;3.8835
54,2.4565;2.457;2.7125;2.9965;3.0625
55,2.442;2.445;2.6985;2.7045
56,1.6455;1.827;2.9715;3.0815;3.6145
57,2.64346;3.19;3.5785
58,1.02396;2.0915;2.0915;4.1595
59,1.67;1.756;1.783;3.089
60,1.36;1.4355;2.6425;2.7595
61,1.3275;1.36946;2.7455;2.97299;3.6
62,0.959496;1.85846;2.259
63,0.982495;2.42;2.42207;2.554;3.216
64,0.995493;1.8425;1.9125
65,1.40546;2.3555;2.692;2.747
66,1.4215;1.43696;2.40049;2.472;2.8315
67,1.3605;3.18;4.582
68,1.004;1.47
69,2.6865;3.0375;3.038;3.535;4.011
70,1.43;1.6075
71,1.901;2.1535;2.41;2.81946;2.956
72,1.04546;1.66849;1.6705;1.87646
73,0.979495;2.0025;2.0805;4.12396
74,1.383;1.383;2.6815;2.6815;2.81796
75,0.96696;2.97246;4.1855
76,1.2305;1.791;1.7915;2.0075
77,1.20346;1.525;2.558
78,0.966495;2.014;2.015;2.1135
79,1.445;2.13896;2.289
80,0.966495;2.2705;2.4375;2.5365;2.714
81,1.24246;2.32596;2.32649;2.39246
82,1.856;1.8565;2.9045;4.6325
83,1.0045;1.965
84,1.21996;1.692;3.53046
85,1.5635;1.629;1.92799;1.9375;2.283
86,1.30746;1.3695;2.6685;2.7625;2.78299
87,1.4375;1.4385;2.429
88,1.64349;1.67746;2.6395
89,1.3365;1.804;2.66046;2.66096;2.8825;2.89746
90,1.68804;1.9465;2.0055;2.01504
91,1.32504;1.46504;1.71;3.09504
92,1.12304;2.27454;2.4065;2.42204;3.46054
93,1.06054;2.08454;2.2255;2.76554
94,1.66754;1.99254;2.10954;2.17504
95,1.65154;4.71504
96,2.25104;2.332;3.18904;3.39404;3.4825
97,0.946039;1.99004;1.99054;2.087
98,1.30704;2.22554;2.34604;2.99654
99,1.82604;1.82604;1.92304;4.13204
100,1.03954;2.18054;2.39414;2.46554;2.61304
