round,ids
1,10;125
2,113;149
3,42;136
4,144;94
5,84
7,116;45;63
8,132
9,26;130;139
10,96;10;51;148;27
11,27;139;150
12,128;94;149;60
13,129;148;44
14,7;77;98;85;72
15,87;10;34;101;90
16,2;101;150
17,46;32
18,61;80
19,52
20,126;2;131
21,93;77
22,118;61;130;87
23,76;130;124;150;60
24,150;96
25,70;42
26,128;3;47
27,121;10;92;139
28,134;36;55;40
29,8;56;7;83;145
30,45;82
31,81;27;148;60
32,61;144;48;60
33,150;6;91
34,61;81;100;117
35,44;130;143;114
36,56;139
37,20;33;89
38,144;124;7;12
39,8;80;46;110
40,110;121
41,111;130;122;101
42,44;139;137;134
43,131;81;110
44,20;124;96
45,98;40;48;89
46,72;76;113;42
47,108;27;137
48,122;144;19
49,114;124;133
50,144;100;122;55
51,139;128;112;110
52,148;5;133
53,128;66
54,139;48;27;2;66
55,101;147;12
56,94;68
57,112
58,49
59,49;136;68;113
60,8;108;116;96;131
61,131;71;63
62,2;42;34
63,50;61;23;92
64,36;44;100;8
65,113;100;93;76;62
66,121;130;5;36
68,122;145;33
69,36;71;132
70,122
71,4;68;130;129
72,4;83;48
73,125;49;108
74,143;116;94;112
75,80
76,148;101;60;9
77,19;87;111
78,63;76;92
79,42;91;3
80,81;72
81,76;145;147
82,36;121;44;147
83,36;81;42;19
84,36
85,136;46;150;61;122;27
86,124;117
87,116;49;114
88,121
89,87;7;112
90,46;87;93;131;19
91,66;129;60
92,20;91
93,113;132
94,63;72
95,46;70
96,100;118;93;134
97,8;72;90
98,114;72;70;48
99,150;136;56;98;3;108
100,26;108;80;83;76
