round,avg_ul_mcs
1,27.4133
2,27.5727
3,27.5327
4,27.1464
5,26.9184
6,26.3036
7,27.6791
8,26.4069
9,27.6476
10,27.6436
11,27.0101
12,27.7732
13,27.3871
14,27.6305
15,27.6414
16,27.5691
17,26.559
18,27.5284
19,27.3389
20,27.3292
21,27.0485
22,27.7077
23,27.8458
24,27.1748
25,27.6056
26,27.4467
27,27.5384
28,27.4835
29,27.6641
30,26.8525
31,27.589
32,27.6724
33,27.3682
34,27.1857
35,27.7039
36,27.6178
37,27.412
38,27.6837
39,27.5208
40,26.7969
41,27.5581
42,27.4266
43,27.5851
44,27.1965
45,27.7163
46,27.2685
47,27.3346
48,27.0787
49,27.5925
50,27.6931
51,27.4267
52,27.615
53,27.0566
54,27.7222
55,27.5261
56,27.1067
57,26.4195
58,27.2661
59,27.6877
60,27.6389
61,27.5041
62,27.3213
63,27.5499
64,27.7175
65,27.6422
66,27.6759
67,26.6072
68,27.6078
69,26.6561
70,24.5714
71,27.4246
72,27.6697
73,26.1964
74,27.5682
75,26.5928
76,27.696
77,27.6143
78,27.562
79,27.5724
80,27.1118
81,27.4699
82,27.4904
83,27.5593
84,27.3313
85,27.8554
86,27.4235
87,27.6753
88,26.8285
89,27.6342
90,27.6766
91,27.6215
92,26.4779
93,27.2463
94,27.3998
95,27.3959
96,27.7799
97,27.4832
98,27.7204
99,27.7944
100,27.864
