round,count
1,7598
2,6291
3,5731
4,6619
5,6764
6,6228
7,5744
8,3346
9,8427
10,6905
11,6945
12,7520
13,4662
14,6056
15,5127
16,5011
17,4557
18,6127
19,7660
20,6140
21,5345
22,6654
23,5056
24,5005
25,7462
26,3657
27,6242
28,7496
29,5549
30,2755
31,7733
32,5837
33,5864
34,7398
35,6515
36,6230
37,4787
38,5036
39,6561
40,5562
41,6503
42,5869
43,6599
44,5876
45,5680
46,7885
47,4541
48,6308
49,3948
50,7793
51,6072
52,4956
53,5922
54,7480
55,7535
56,5043
57,6646
58,6871
59,4170
60,5437
61,6478
62,4913
63,3026
64,6191
65,6281
66,5833
67,5312
68,7781
69,6576
70,6714
71,7511
72,6943
73,2200
74,6551
75,7046
76,2892
77,4558
78,5397
79,4534
80,4227
81,5778
82,4744
83,6004
84,5553
85,6071
86,6537
87,6879
88,3357
89,6613
90,6271
91,3239
92,2813
93,6336
94,4667
95,4440
96,4433
97,2749
98,4501
99,6118
100,7981
