round,ndi0_count,ndi1_count
1,191,7407
2,263,6028
3,167,5564
4,150,6469
5,182,6582
6,315,5913
7,223,5521
8,345,3001
9,182,8245
10,155,6750
11,10,6935
12,290,7230
13,220,4442
14,292,5764
15,150,4977
16,204,4807
17,378,4179
18,318,5809
19,50,7610
20,4,6136
21,125,5220
22,104,6550
23,1,5055
24,265,4740
25,293,7169
26,200,3457
27,115,6127
28,188,7308
29,31,5518
30,78,2677
31,1,7732
32,306,5531
33,530,5334
34,30,7368
35,1,6514
36,228,6002
37,83,4704
38,91,4945
39,49,6512
40,192,5370
41,49,6454
42,1,5868
43,0,6599
44,1,5875
45,348,5332
46,7,7878
47,71,4470
48,322,5986
49,281,3667
50,21,7772
51,37,6035
52,205,4751
53,191,5731
54,148,7332
55,180,7355
56,0,5043
57,9,6637
58,217,6654
59,169,4001
60,47,5390
61,112,6366
62,160,4753
63,39,2987
64,105,6086
65,238,6043
66,177,5656
67,221,5091
68,16,7765
69,27,6549
70,59,6655
71,6,7505
72,318,6625
73,131,2069
74,21,6530
75,305,6741
76,153,2739
77,0,4558
78,28,5369
79,113,4421
80,118,4109
81,112,5666
82,85,4659
83,9,5995
84,0,5553
85,277,5794
86,366,6171
87,203,6676
88,270,3087
89,39,6574
90,209,6062
91,57,3182
92,86,2727
93,17,6319
94,91,4576
95,1,4439
96,44,4389
97,3,2746
98,201,4300
99,3,6115
100,1,7980
