round,start,end,dur_s,dest,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,1,6,5,1.0.0.2,3436,3241.6,3241.6,19.7514,2.72633,26.0073,73.9927,4368,3232,2147498,2026000
1,1,6,5,5.0.0.2,137813,5146.12,5146.12,11.0696,1.72107,96.2663,3.73374,81875,3057,86133269,3216323
2,6,11,5,1.0.0.2,3114.2,2855.82,2855.82,24.7103,2.63245,25.648,74.352,4051,3012,1946377,1784887
2,6,11,5,5.0.0.2,22883.4,5037.5,5037.5,10.9345,1.66262,77.9846,22.0154,13595,2993,14302125,3148435
3,11,16,5,1.0.0.2,2901.78,2715.57,2715.57,22.4639,3.03394,16.3147,83.6853,3457,2893,1813612,1697230
3,11,16,5,5.0.0.2,22883.4,5037.5,5037.5,10.9345,1.66262,77.9846,22.0154,13595,2993,14302125,3148435
4,16,21,5,1.0.0.2,3368.49,3131.06,3131.06,31.1335,2.21602,3.1326,96.8674,3703,3587,2105305,1956911
4,16,21,5,5.0.0.2,22883.4,5037.5,5037.5,10.9345,1.66262,77.9846,22.0154,13595,2993,14302125,3148435
5,21,26,5,1.0.0.2,3963.94,3834.06,3834.06,26.4497,2.34714,14.0817,85.9183,3991,3429,2477465,2396290
5,21,26,5,5.0.0.2,22883.4,5037.5,5037.5,10.9345,1.66262,77.9846,22.0154,13595,2993,14302125,3148435
6,26,31,5,1.0.0.2,5268.66,5099.8,5099.8,25.5416,1.7579,10.3368,89.6632,5611,5031,3292914,3187378
6,26,31,5,5.0.0.2,22883.4,5037.5,5037.5,10.9345,1.66262,77.9846,22.0154,13595,2993,14302125,3148435
7,31,36,5,1.0.0.2,6155.55,6055.11,6055.11,20.5676,1.80851,4.98821,95.0118,5513,5238,3847222,3784446
7,31,36,5,5.0.0.2,19100,4794.75,4794.75,10.3133,1.44458,74.892,25.108,11347,2849,11937484,2996717
8,36,41,5,1.0.0.2,2720.97,2522.34,2522.34,22.2325,2.99788,28.7301,71.2699,3331,2374,1700604,1576461
8,36,41,5,5.0.0.2,13381.8,4427.86,4427.86,9.24663,1.06939,66.9057,33.0943,7950,2631,8363602,2767413
9,41,46,5,1.0.0.2,5066.7,5003.07,5003.07,34.668,1.86504,0.692898,99.3071,4041,4013,3166688,3126919
9,41,46,5,5.0.0.2,13381.8,4427.86,4427.86,9.24663,1.06939,66.9057,33.0943,7950,2631,8363602,2767413
10,46,51,5,1.0.0.2,4150.57,3875.22,3875.22,26.8362,2.9113,22.582,77.418,4663,3610,2594104,2422013
10,46,51,5,5.0.0.2,13381.8,4427.86,4427.86,9.24663,1.06939,66.9057,33.0943,7950,2631,8363602,2767413
11,51,56,5,1.0.0.2,3706.11,3446.66,3446.66,19.0324,2.9015,25.7624,74.2376,4099,3043,2316319,2154161
11,51,56,5,5.0.0.2,13381.8,4427.86,4427.86,9.24663,1.06939,66.9057,33.0943,7950,2631,8363602,2767413
12,56,61,5,1.0.0.2,5541.19,5352.76,5352.76,17.2053,1.91653,1.71302,98.287,4962,4877,3463244,3345476
12,56,61,5,5.0.0.2,7876.25,3805.63,3805.63,8.3243,0.792934,51.6777,48.3223,4679,2261,4922656,2378518
13,61,66,5,1.0.0.2,2452.18,2390.58,2390.58,14.2942,1.28631,21.6698,78.3302,2132,1670,1532610,1494112
13,61,66,5,5.0.0.2,3287.06,3286.96,3286.96,7.28679,0.481912,0,100,1953,1953,2054412,2054349
14,66,71,5,1.0.0.2,4200.7,4047.75,4047.75,13.4331,1.57345,13.962,86.038,4104,3531,2625435,2529844
14,66,71,5,5.0.0.2,3287.06,3286.96,3286.96,7.28679,0.481912,0,100,1953,1953,2054412,2054349
15,71,76,5,1.0.0.2,3227.4,2989.36,2989.36,20.2382,2.37364,22.4142,77.5858,3877,3008,2017127,1868352
