round,total_ul_rbg
1,28248
2,30740
3,25658
4,29341
5,36521
6,42361
7,54863
8,25164
9,41670
10,36716
11,37660
12,45337
13,25065
14,38812
15,31467
16,44020
17,39166
18,43716
19,34654
20,35434
21,37046
22,36977
23,42216
24,48105
25,33028
26,42670
27,33872
28,49329
29,45048
30,27437
31,36429
32,30150
33,45175
34,23973
35,33717
36,30036
37,45730
38,27497
39,31544
40,40300
41,47311
42,28936
43,28310
44,41452
45,32779
46,36366
47,32569
48,24476
49,39947
50,34206
51,36923
52,40400
53,42894
54,44080
55,41246
56,14817
57,45151
58,50318
59,28796
60,27741
61,36944
62,31966
63,33874
64,53603
65,54052
66,48444
67,51872
68,41936
69,49682
70,9215
71,29598
72,32731
73,49640
74,22550
75,38484
76,32478
77,33958
78,24099
79,47759
80,26372
81,21758
82,28578
83,34147
84,31943
85,41159
86,33402
87,40299
88,32059
89,34471
90,32105
91,32679
92,26180
93,27700
94,41075
95,38619
96,51923
97,45093
98,31520
99,38728
100,33432
