flow_id,src,sport,dst,dport,start,end,active_s,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,7.0.0.155,49153,5.0.0.2,50000,1.00841,58.2731,57.2647,10094.7,1140.9,1140.9,14.896,2.75855,88.698,11.302,68687,7763,72258724,8166676
2,7.0.0.31,49153,1.0.0.2,9,1.011,1.20306,0.192065,1288.9,80.3063,80.3063,16.362,4.52194,93.7815,6.21849,595,37,30944,1928
3,7.0.0.157,49153,5.0.0.2,50000,1.01127,501.995,500.983,1174.65,1174.63,1174.63,7.27651,0.47713,0.00143012,99.9986,69924,69923,73560048,73558996
4,7.0.0.152,49153,5.0.0.2,50000,1.01409,501.996,500.981,965.49,965.474,965.474,7.28779,0.454708,0.00173995,99.9983,57473,57472,60461596,60460544
5,7.0.0.154,49153,5.0.0.2,50000,1.01497,501.997,500.982,1146.92,1146.85,1146.85,7.29859,0.507748,0.00585883,99.9941,68273,68269,71823196,71818988
6,7.0.0.156,49153,5.0.0.2,50000,1.01517,34.0091,32.9939,9501.64,609.635,609.635,23.19,5.96247,93.5839,6.41611,37250,2390,39187000,2514280
8,7.0.0.153,49153,5.0.0.2,50000,1.01857,1.57003,0.551458,1.04255e+06,1098.82,1098.82,16.5734,4.1587,99.8946,0.105397,68313,72,71865276,75744
9,7.0.0.144,49153,1.0.0.2,9,1.037,6.00406,4.96706,1180.52,1180.52,1180.52,16.5872,1.08576,0,100,980,980,732964,732964
11,7.0.0.98,49153,1.0.0.2,9,1.098,6.07103,4.97303,407.458,367.415,367.415,19.5941,5.29527,3.40357,96.5964,617,596,253288,228396
13,7.0.0.119,49153,1.0.0.2,9,1.115,4.56656,3.45156,85.4615,21.8243,21.8243,24.7684,5.43502,74.4711,25.5289,709,181,36872,9416
15,7.0.0.7,49153,1.0.0.2,9,1.133,6.00406,4.87106,1222.78,1203.7,1203.7,19.9119,1.32436,0.810537,99.1895,987,979,744528,732912
17,7.0.0.9,49153,1.0.0.2,9,1.176,8.46007,7.28407,586.635,538.736,538.736,24.4935,4.66864,4.18354,95.8165,741,710,534136,490524
19,7.0.0.113,49153,1.0.0.2,9,6.014,11.0186,5.00456,1171.76,1171.76,1171.76,15.0603,1.56922,0,100,981,981,733016,733016
20,7.0.0.22,49153,1.0.0.2,9,6.016,11.006,4.99003,1228.38,1174.84,1174.84,39.4926,2.8443,2.29541,97.7046,1002,979,766208,732812
21,7.0.0.119,49154,1.0.0.2,9,6.02,0,0,0,0,0,0,0,100,0,3,0,164,0
22,7.0.0.106,49153,1.0.0.2,9,6.024,6.45403,0.430029,622.098,109.388,109.388,6.21285,1.76847,82.4261,17.5739,643,113,33440,5880
26,7.0.0.60,49153,1.0.0.2,9,6.121,10.545,4.42404,176.295,120.679,120.679,27.7076,2.95285,7.08447,92.9155,367,341,97492,66736
27,7.0.0.80,49153,1.0.0.2,9,6.143,8.67757,2.53457,424.946,252.218,252.218,13.8401,3.4981,56.1097,43.8903,802,352,134632,79908
30,7.0.0.2,49153,1.0.0.2,9,11.034,14.8441,3.81007,240.844,182.918,182.918,12.2633,4.85521,5.06667,94.9333,375,356,114704,87116
32,7.0.0.107,49153,1.0.0.2,9,11.056,21.0485,9.99253,0.29462,0.252989,0.252989,29.2028,47.3803,14.2857,85.7143,7,6,368,316
34,7.0.0.61,49153,1.0.0.2,9,11.075,16.1611,5.08607,287.392,225.645,225.645,15.3437,4.56957,4.83592,95.1641,579,551,182712,143456
36,7.0.0.23,49153,1.0.0.2,9,11.134,13.07,1.93603,116.263,9.04119,9.04119,15.5511,6.05292,92.2366,7.7634,541,42,28136,2188
38,7.0.0.76,49153,1.0.0.2,9,11.162,16.0041,4.84206,1253.75,1212.8,1212.8,25.3945,3.08937,1.90955,98.0905,995,976,758844,734056
40,7.0.0.82,49153,1.0.0.2,9,11.193,16.0076,4.81457,1217.91,1217.91,1217.91,27.4208,1.23954,0,100,980,980,732964,732964
42,7.0.0.56,49153,1.0.0.2,9,16.007,20.3945,4.38753,510.866,420.851,420.851,34.7702,3.63594,6.96721,93.0328,488,454,280180,230812
44,7.0.0.49,49153,1.0.0.2,9,16.024,21.1676,5.14357,251.996,167.871,167.871,24.4032,3.82946,7.8853,92.1147,558,514,162020,107932
46,7.0.0.147,49153,1.0.0.2,9,16.085,21.0036,4.91857,140.639,128.662,128.662,11.7022,2.17748,1.31579,98.6842,532,525,86468,79104
48,7.0.0.149,49153,1.0.0.2,9,16.112,21.0656,4.95359,1216.23,1181.05,1181.05,55.9107,1.19892,1.5121,98.4879,992,977,753088,731308
50,7.0.0.13,49153,1.0.0.2,9,16.151,21.004,4.85303,1207.75,1207.75,1207.75,20.3633,0.736076,0,100,976,976,732656,732656
51,7.0.0.38,49153,1.0.0.2,9,16.169,37.5306,21.3616,164.033,136.61,136.61,23.0027,7.80283,8.57538,91.4246,723,661,438000,364776
54,7.0.0.105,49153,1.0.0.2,9,21.015,26.019,5.00403,1185.39,1166.57,1166.57,28.2912,2.15471,1.1828,98.8172,930,919,741464,729692
55,7.0.0.120,49153,1.0.0.2,9,21.045,21.4336,0.388566,665.998,108.213,108.213,37.0337,4.41559,83.7621,16.2379,622,101,32348,5256
57,7.0.0.146,49153,1.0.0.2,9,21.064,32.2046,11.1406,199.872,162.336,162.336,13.517,4.18032,5.61622,94.3838,641,605,278336,226064
59,7.0.0.48,49153,1.0.0.2,9,21.067,26.0041,4.93706,1187.69,1187.69,1187.69,26.9243,1.62318,0,100,980,980,732964,732964
62,7.0.0.72,49153,1.0.0.2,9,21.177,26.0041,4.82706,1214.76,1214.76,1214.76,26.9152,1.65739,0,100,980,980,732964,732964
64,7.0.0.119,49155,1.0.0.2,9,21.196,0,0,0,0,0,0,0,100,0,3,0,164,0
65,7.0.0.22,49154,1.0.0.2,9,26,26.3441,0.344065,848.864,221.354,221.354,5.228,1.43173,73.9316,26.0684,702,183,36508,9520
67,7.0.0.8,49153,1.0.0.2,9,26.036,31.0041,4.96806,1180.36,1180.36,1180.36,22.0759,0.697001,0,100,981,981,733016,733016
68,7.0.0.58,49153,1.0.0.2,9,26.044,31.0041,4.96006,1198.33,1181.94,1181.94,31.3903,1.64516,0.709939,99.2901,986,979,742976,732812
69,7.0.0.71,49153,1.0.0.2,9,26.047,31.0041,4.95706,1201.15,1182.4,1182.4,50.2613,1.18951,0.813008,99.187,984,976,744272,732656
70,7.0.0.69,49153,1.0.0.2,9,26.055,31.0661,5.01107,1176.08,1171.44,1171.44,12.5344,0.90886,0.199005,99.801,1005,1003,736676,733772
75,7.0.0.74,49153,1.0.0.2,9,26.167,30.7295,4.5625,139.425,116.147,116.147,12.9922,3.79596,2.56917,97.4308,506,493,79516,66240
77,7.0.0.62,49153,1.0.0.2,9,31.016,36.0185,5.00253,1171.73,1171.73,1171.73,18.323,1.46966,0,100,975,975,732704,732704
79,7.0.0.24,49153,1.0.0.2,9,31.049,36.0185,4.96953,1186.44,1179.43,1179.43,22.3814,1.69251,0.307062,99.6929,977,974,737008,732652
81,7.0.0.93,49153,1.0.0.2,9,31.073,36.0041,4.93106,1194.35,1187.29,1187.29,20.5518,1.36474,0.311526,99.6885,963,960,736180,731824
83,7.0.0.137,49153,1.0.0.2,9,31.132,36.0041,4.87206,1234.28,1203.29,1203.29,15.0836,2.25127,1.31048,98.6895,992,979,751688,732812
