round,ndi0_count,ndi1_count
1,346,3574
2,469,3222
3,356,3077
4,567,4247
5,296,4930
6,280,5761
7,299,5740
8,340,2139
9,241,5636
10,568,4454
11,433,3082
12,383,4569
13,161,1399
14,429,3252
15,381,2545
16,558,4556
17,490,4264
18,280,4901
19,305,3764
20,344,4047
21,523,2620
22,318,2980
23,476,3854
24,343,4610
25,320,2599
26,236,4444
27,530,2723
28,179,5588
29,451,3450
30,207,2129
31,264,2826
32,547,3405
33,524,4251
34,208,2944
35,221,2972
36,497,2437
37,512,4518
38,325,1977
39,176,2986
40,233,4707
41,368,3839
42,173,2107
43,82,2116
44,387,4404
45,89,2167
46,360,3548
47,250,2276
48,164,1768
49,372,3102
50,234,2393
51,512,3585
52,429,3163
53,359,3618
54,187,4943
55,194,3053
56,255,983
57,569,5113
58,362,5376
59,336,2212
60,237,2194
61,68,3458
62,199,2210
63,345,3750
64,519,6392
65,494,4704
66,293,4704
67,284,5454
68,162,3718
69,99,5158
70,0,530
71,112,2826
72,317,2312
73,399,4233
74,115,1776
75,389,3383
76,413,2382
77,380,2426
78,241,1851
79,592,4582
80,345,2009
81,79,1336
82,281,2154
83,418,3056
84,228,2208
85,510,3532
86,212,2705
87,356,3232
88,375,2750
89,64,3370
90,116,2792
91,221,4065
92,501,2010
93,270,2067
94,117,5055
95,169,3204
96,308,5197
97,207,3381
98,123,3163
99,264,3336
100,449,2528
