round,ids
1,143;6
2,112;21
3,81;75
4,12
5,104;47;71
6,7;70;57
7,61;23;96;92;136
8,147;94
9,47;62;144;82
10,76;68
11,143;34
12,112;130;71
13,140;50
14,49;115;90
15,116;88
16,84;57;136
17,6;143
18,149;71;115;107
19,149;147;87
20,44;70;47
21,61;65;137
22,139;42;35
23,42;109;34
24,102;128;121;12
25,91;148;13
26,124;139;12;72
27,140;137
28,100;128;149;70;104
29,128;61;26;36
30,46;147
31,19;86;18
32,72
33,107;2;92
34,68;10
35,131;68;72
36,100;127
37,122;45;126;80
38,134;26
39,92;68;33
40,39;91;62;76
41,14;71;86;101
42,54;25;34
43,136;19;134
44,130;92;12
45,71;46;140
46,82;139;5
47,81;57;13
48,81;83
49,83;25;34
50,39;6;86
51,122;85
52,12;96;88
53,42;4;122;8
54,42;131;121;70
55,26;131;116;135
56,80
57,125;84;85;101
58,131;66;5;109;27
59,10;4
60,10;143
61,33;143;4;100
62,126;128;26
63,57;124;27
64,3;68;104;74
65,104;143;88;140
66,101;34;19;4
67,5;96;87;70;88
68,6;82;35;115
69,71;44;139;4;12
70,131
71,143;23;44
72,112;75
73,131;109;115;127
74,115;116
75,122;57
76,62;27
77,100;109
78,86;149
79,51;146;54
80,139;125
81,39;144
82,115;5
83,130;10
84,35;45;63
85,14;104;125
86,121;91;136
87,31;44
88,84;143
89,87;84;54
90,107;68;33
91,51;76;2
92,125
93,6;82
94,70;131;57;121
95,66;57;2;101
96,19;111;124;71
97,12;46;111;101
98,128;131;101
99,7;51;19
100,47;84
