round,total_tbSize
1,2602956
2,2949475
3,2512302
4,2756129
5,3421117
6,3801967
7,5116361
8,2490902
9,3758685
10,3701894
11,3780444
12,4277867
13,2482849
14,3802714
15,3099754
16,4253393
17,3864263
18,4138421
19,3250034
20,3352060
21,3941092
22,3612550
23,4142823
24,4633536
25,3252736
26,4009197
27,3385303
28,4601408
29,4394503
30,2609706
31,3451898
32,3142740
33,4323280
34,2334837
35,3181884
36,3213606
37,4410396
38,2625001
39,2946590
40,3921290
41,4689873
42,2795969
43,2639825
44,4001257
45,3042677
46,3345376
47,3280055
48,2313530
49,3824373
50,3309348
51,3721200
52,4184075
53,4202314
54,4071580
55,3925857
56,1617041
57,4312268
58,4781923
59,2823050
60,2653462
61,3354773
62,3148418
63,3294643
64,5188082
65,5347279
66,4570094
67,4865080
68,3886985
69,4557618
70,817873
71,2658212
72,3348561
73,4772298
74,2144808
75,3835819
76,3292634
77,3432860
78,2384915
79,4789673
80,2660842
81,2015480
82,2795983
83,3372327
84,3142298
85,4222318
86,3154791
87,3994942
88,3072540
89,3132316
90,3050744
91,3043088
92,2933283
93,2755716
94,3778587
95,3614562
96,4974582
97,4268159
98,2919235
99,3684971
100,3456223
