round,ids
2,2.53953
3,4.15903
4,4.60757
5,3.10003;3.39757;3.57307
6,2.59107;3.06057;3.68653;3.79607
7,3.76057;4.19553;4.20607;4.34357;4.66907
8,3.08656;4.96707
9,3.10806;3.25953;3.37253;4.98357
10,2.67757;3.54356;4.72507
11,3.02956;3.71057
12,3.71707;4.44007;4.44057
13,3.56653;4.92157
14,2.73503;3.37256
15,2.23707;3.31957
16,3.63753;3.93057;4.79557
17,3.81507;4.04257
18,2.67107;3.25257;3.35303;3.39307
19,3.12856;3.38903;3.57807
20,3.20553;3.53557;3.64257
21,2.98157
22,1.93507;2.36607;2.99357
23,2.65057;2.73007;3.50257
24,2.88357;3.18507;3.18607;3.59057
25,2.42757
26,2.60407;2.72657;3.52057;3.72007
27,2.92053;4.79853
28,3.25757;3.46757;3.53156;3.55206;4.06007
29,2.11303;2.44353;2.87507
30,3.11857;3.12107;3.54357
31,1.71907;2.22907;2.64157
32,3.26553;3.49057
33,3.04756;3.36107;3.74857
34,2.25207;2.86207
35,2.04557;2.31257;2.47507
36,2.28157
37,2.34607;2.89253;3.11607
38,1.40607;2.54207
39,2.98107;3.16507;3.40657
40,1.99657;2.49557;2.54753;2.64007
41,3.03557;3.61756;3.66857;4.08657
42,1.98803;3.01853;3.42053;4.25457
43,1.88257;2.09457;2.28307
44,2.85407;3.20357;3.36307
45,1.72907;1.94307;3.01707
46,1.66907;1.82157
47,1.60007;1.75307
48,2.04553;2.19007
49,3.12857;3.36807;4.10356
50,2.72707;2.90257;3.51957
51,2.85253;3.19203
52,2.11707;3.08207;3.22107
53,2.98407;3.55357;3.94459
54,2.66857;3.26703;3.26957;3.31203
55,3.11853;3.33903;3.82257
57,2.58303;2.75157;3.78757;4.76007
58,2.49903;2.76807;3.16807;3.16957
59,2.16957;2.27057
60,2.46057;2.78857
61,2.63003;3.16256;3.32503;4.70057
62,1.96257;2.92007;3.48607
63,1.92257;2.11107
64,3.48553;3.73456;4.03807;4.25107
65,3.34357;3.45106;4.00403;4.12953;4.31057
66,2.90507;3.66857;3.70707;4.69007
67,2.13507;2.51407;3.03257;3.03307;4.14707
68,2.05957;2.54803;2.88407;4.31607
69,2.66457;3.17257;3.29003;3.41253;3.73506
70,1.74807;2.14757
71,2.37353;2.86207;2.98107
72,2.35307;3.97807;4.72557
73,2.55607;2.69556;3.06357
74,1.66007;2.11253
75,2.47407;3.31207;3.42553
76,2.00107;4.70157
77,2.65157;3.69607
78,2.37557;2.39603
79,3.30057;3.68857;4.18407;4.43503
80,1.71753;2.22257;4.07157
81,1.79107;1.99707;3.33757
82,2.55457;3.09007
83,1.74007;1.96507;2.88757
84,2.57557;2.66357
85,2.60853;4.86407
86,2.37253;2.41557;3.09107
87,1.97803;2.94057
88,2.34607;2.52357
89,2.92707;3.26207;3.52257;3.52406;3.88353
90,2.66157;2.84557;2.91053
91,2.39907;2.55706;2.66607
92,2.45807;2.64957
93,1.52157;3.54157
94,2.34907;2.69656;2.80503;3.28557
95,2.06756;2.57857;3.63807;3.89557
96,2.86803;3.57457;3.61157;4.64407
97,2.99953;3.22657;3.68557
98,2.31807;2.44857;3.72007
99,2.20807;2.53303;2.65903;4.62207
100,1.83407;2.08053;3.27357
