round,ids
2,112
3,81
4,12
5,104;71;47
6,7;68;70;57
7,136;61;23;92;96
8,147;94
9,47;62;144;80
10,68;76;50
11,143;34
12,130;112;71
13,140;50
14,49;115
15,116;88
16,84;136;57
17,6;143
18,71;149;107;115
19,87;147;149
20,70;44;47
21,61
22,139;42;35
23,109;42;34
24,12;121;128;102
25,91
26,124;139;72;12
27,140;93
28,128;70;104;149;100
29,61;128;26
30,147;46;150
31,19;18;86
32,102;72
33,2;92;107
34,68;10
35,131;68;72
36,100
37,45;122;126
38,134;26
39,33;92;68
40,39;91;76;62
41,71;86;14;101
42,54;34;25;37
43,136;19;134
44,12;130;92
45,71;46;140
46,139;5
47,81;57
48,81;83
49,83;34;25
50,39;86;6
51,122;85
52,96;88;12
53,42;4;122
54,70;131;121;42
55,116;131;26
57,85;84;125;101
58,131;5;109;66
59,4;10
60,143;10
61,4;33;143;145
62,128;126;26
63,124;57
64,74;3;68;104
65,104;143;140;125;88
66,4;34;19;101
67,5;87;96;70;88
68,6;115;35;150
69,4;71;139;44;12
70,131;145
71,143;23;44
72,112;75;145
73,131;115;109
74,116;115
75,122;57;80
76,62;27
77,109;150
78,86;149
79,51;54;72;146
80,125;139;93
81,39;144;17
82,115;5
83,130;10;36
84,45;35
85,104;14
86,91;121;136
87,44;31
88,84;143
89,25;54;87;84;101
90,68;107;33
91,51;76;2
92,125;145
93,6;80
94,131;70;121;57
95,66;2;101;57
96,124;19;71;31
97,46;12;101
98,128;131;75
99,7;19;51;146
100,47;84;133
