round,total_ul_rbg
1,62951
2,44130
3,45760
4,31570
5,28042
6,28157
7,29372
8,27303
9,28689
10,30021
11,28688
12,28867
13,27972
14,27689
15,28800
16,29188
17,28330
18,28084
19,27390
20,28315
21,26963
22,28135
23,27503
24,28537
25,29183
26,27945
27,28640
28,29197
29,27739
30,29110
31,27527
32,27934
33,27721
34,27611
35,26783
36,27680
37,28469
38,27230
39,27390
40,27336
41,28964
42,28568
43,26983
44,29192
45,27751
46,27194
47,26271
48,26769
49,28772
50,28777
51,28873
52,28761
53,28294
54,29351
55,28555
56,27894
57,28766
58,28322
59,27262
60,28021
61,27801
62,27227
63,26315
64,28066
65,29637
66,28210
67,28436
68,27232
69,28069
70,27010
71,28787
72,28621
73,28488
74,26805
75,27524
76,28244
77,27058
78,28113
79,29321
80,26938
81,26236
82,27003
83,26721
84,27249
85,27714
86,28267
87,28044
88,27713
89,27785
90,27303
91,27742
92,28001
93,26749
94,27078
95,27100
96,29632
97,28567
98,27840
99,27082
100,27134
