round,start,end,dur_s,dest,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,1,6,5,1.0.0.2,2536.79,2385.52,2385.52,22.2214,3.25619,34.7942,65.2058,4860,3169,1585496,1490952
1,1,6,5,5.0.0.2,175831,6085.37,6085.37,16.6058,2.59843,96.5394,3.46062,104461,3615,109894164,3803354
2,6,11,5,1.0.0.2,1525.98,1352.69,1352.69,14.473,1.51733,44.6889,55.3111,3681,2036,953736,845432
2,6,11,5,5.0.0.2,63741.1,5051.52,5051.52,12.2244,1.80567,92.0727,7.92733,37869,3002,39838208,3157199
3,11,16,5,1.0.0.2,3313.28,2993.1,2993.1,27.6821,2.81205,25.6662,74.3338,4578,3403,2070801,1870686
3,11,16,5,5.0.0.2,53999.5,4810.3,4810.3,11.681,1.71323,91.0913,8.9087,32081,2858,33749680,3006437
4,16,21,5,1.0.0.2,2688.72,2455.56,2455.56,24.7734,2.82171,3.05266,96.9473,3931,3811,1680447,1534723
4,16,21,5,5.0.0.2,12865.8,3623.29,3623.29,8.42416,0.973305,71.8341,28.1659,7644,2153,8041097,2264556
5,21,26,5,1.0.0.2,4066.44,3975.61,3975.61,16.785,1.62066,0.974421,99.0256,4105,4065,2541525,2484754
5,21,26,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
6,26,31,5,1.0.0.2,4946.18,4834.69,4834.69,22.083,1.53658,1.08524,98.9148,4423,4375,3091360,3021682
6,26,31,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
7,31,36,5,1.0.0.2,6128.32,6021.45,6021.45,22.8634,1.71809,0.842491,99.1575,5460,5414,3830201,3763407
7,31,36,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
8,36,41,5,1.0.0.2,3137.08,2884.63,2884.63,17.8863,3.23511,33.1546,66.8454,4850,3242,1960676,1802892
8,36,41,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
9,41,46,5,1.0.0.2,5313.46,5142.46,5142.46,19.2758,1.96888,10.6337,89.3663,5144,4597,3320910,3214035
9,41,46,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
10,46,51,5,1.0.0.2,4007.78,3699.05,3699.05,26.5473,2.24589,24.1121,75.8879,4674,3547,2504860,2311904
10,46,51,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
11,51,56,5,1.0.0.2,3922.22,3671.9,3671.9,26.8262,2.87566,14.6697,85.3303,3981,3397,2451386,2294939
11,51,56,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
12,56,61,5,1.0.0.2,5217.01,4997.73,4997.73,19.0045,2.25796,2.03494,97.9651,5209,5103,3260631,3123584
12,56,61,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
13,61,66,5,1.0.0.2,3241.45,3009.29,3009.29,18.7359,3.78122,3.93215,96.0678,2594,2492,2025908,1880807
13,61,66,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
14,66,71,5,1.0.0.2,3411.06,3155.42,3155.42,22.4961,2.56671,23.2662,76.7338,4470,3430,2131911,1972137
14,66,71,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
15,71,76,5,1.0.0.2,3382.15,3189.3,3189.3,17.8195,2.85424,15.3995,84.6005,3617,3060,2113846,1993312
15,71,76,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
16,76,81,5,1.0.0.2,4707.19,4483.09,4483.09,25.7037,2.34816,11.1602,88.8398,4982,4426,2941993,2801932
16,76,81,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
17,81,86,5,1.0.0.2,4127.17,3936.75,3936.75,16.6596,2.21192,2.01328,97.9867,4669,4575,2579481,2460469
17,81,86,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
18,86,91,5,1.0.0.2,5231.94,5179.98,5179.98,19.3598,1.43813,0.479512,99.5205,4588,4566,3269964,3237488
18,86,91,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
19,91,96,5,1.0.0.2,3710.25,3599.94,3599.94,18.5886,1.5032,20.2112,79.7888,4829,3853,2318909,2249960
19,91,96,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
20,96,101,5,1.0.0.2,4470.7,4322.45,4322.45,18.5018,1.64106,10.3841,89.6159,4738,4246,2794188,2701528
20,96,101,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
21,101,106,5,1.0.0.2,1846.51,1651.97,1651.97,17.802,2.28642,43.0755,56.9245,4188,2384,1154066,1032484
21,101,106,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
22,106,111,5,1.0.0.2,4258.15,4158.4,4158.4,17.5996,1.94529,1.13247,98.8675,3797,3754,2661344,2599002
22,106,111,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
23,111,116,5,1.0.0.2,3938.19,3839.44,3839.44,14.6053,1.59241,3.76227,96.2377,3668,3530,2461367,2399647
23,111,116,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
24,116,121,5,1.0.0.2,5115.09,4994.06,4994.06,22.9025,1.82845,9.65373,90.3463,4765,4305,3196929,3121290
24,116,121,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
25,121,126,5,1.0.0.2,4211.17,3960.74,3960.74,19.073,2.96105,3.00309,96.9969,3563,3456,2631983,2475464
25,121,126,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
26,126,131,5,1.0.0.2,5118.55,4996.37,4996.37,18.3543,2.05408,1.27992,98.7201,4219,4165,3199097,3122732
26,126,131,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
27,131,136,5,1.0.0.2,3083.25,2875.72,2875.72,20.1797,3.11941,15.2563,84.7437,3297,2794,1927031,1797325
27,131,136,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
28,136,141,5,1.0.0.2,5948.07,5866.67,5866.67,24.5255,1.75493,0.712106,99.2879,4915,4880,3717544,3666668
28,136,141,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
29,141,146,5,1.0.0.2,4168.04,4101.79,4101.79,12.2575,1.72809,0.855962,99.144,3388,3359,2605026,2563620
29,141,146,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
30,146,151,5,1.0.0.2,4308.73,4122.57,4122.57,27.1261,2.59733,18.8191,81.1809,4522,3671,2692955,2576608
30,146,151,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
31,151,156,5,1.0.0.2,3541.14,3510.9,3510.9,16.3553,1.62366,0.452331,99.5477,2874,2861,2213214,2194311
31,151,156,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
32,156,161,5,1.0.0.2,3602.4,3435.42,3435.42,22.1993,2.15651,2.37938,97.6206,3026,2954,2251502,2147137
32,156,161,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
33,161,166,5,1.0.0.2,3885.27,3776.96,3776.96,17.4281,1.53874,11.1161,88.8839,4426,3934,2428292,2360598
33,161,166,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
34,166,171,5,1.0.0.2,3580.7,3438.85,3438.85,20.2174,2.46548,2.0152,97.9848,3027,2966,2237938,2149280
34,166,171,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
35,171,176,5,1.0.0.2,3731.95,3703.92,3703.92,17.11,1.66679,0.389231,99.6108,3083,3071,2332470,2314952
35,171,176,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
36,176,181,5,1.0.0.2,2279.13,2111.4,2111.4,24.8321,2.84691,18.49,81.51,2596,2116,1424457,1319626
36,176,181,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
37,181,186,5,1.0.0.2,4968.88,4864.22,4864.22,16.5581,1.95985,1.10078,98.8992,4088,4043,3105547,3040140
37,181,186,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
38,186,191,5,1.0.0.2,2417.89,2385.8,2385.8,18.712,1.48304,0.716846,99.2832,1953,1939,1511180,1491124
38,186,191,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
39,191,196,5,1.0.0.2,3931.63,3847.81,3847.81,17.5442,1.37406,0.94834,99.0517,4007,3969,2457268,2404880
39,191,196,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
40,196,201,5,1.0.0.2,4681.13,4681.12,4681.12,17.3114,1.29492,0,100,3841,3841,2925707,2925700
40,196,201,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
41,201,206,5,1.0.0.2,4866.75,4723.97,4723.97,20.8063,1.9815,8.48976,91.5102,4688,4290,3041721,2952484
41,201,206,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
42,206,211,5,1.0.0.2,4881.39,4679.34,4679.34,30.6509,1.85617,2.24632,97.7537,3873,3786,3050867,2924589
42,206,211,5,5.0.0.2,3287.06,3286.94,3286.94,7.29328,0.511843,0,100,1953,1953,2054412,2054339
