round,count
1,3891
2,2378
3,4988
4,5366
5,5778
6,5601
7,9633
8,4464
9,7275
10,4728
11,5509
12,7766
13,3674
14,4429
15,4172
16,7140
17,6056
18,6435
19,5152
20,5771
21,3296
22,3967
23,4114
24,6602
25,4728
26,5649
27,3998
28,8481
29,3596
30,5779
31,2962
32,4476
33,4887
34,3455
35,3345
36,2228
37,5000
38,1738
39,4682
40,4817
41,6337
42,4511
43,3121
44,5786
45,3651
46,2181
47,1685
48,3032
49,5251
50,4674
51,4450
52,3966
53,5951
54,7559
55,5940
56,1706
57,5310
58,6641
59,2970
60,4548
61,6767
62,2954
63,2922
64,7468
65,8919
66,5684
67,6056
68,4363
69,7194
70,1812
71,5219
72,3913
73,5121
74,1828
75,4063
76,3200
77,1985
78,2932
79,8319
80,3295
81,2859
82,3429
83,2693
84,2866
85,4815
86,4548
87,3434
88,3187
89,7593
90,4135
91,5412
92,1901
93,1747
94,4732
95,4488
96,8287
97,5479
98,4461
99,4647
100,3242
