round,count
1,3386
2,5868
3,4697
4,5520
5,4670
6,2999
7,5042
8,1117
9,5306
10,5786
11,2791
12,4545
13,5807
14,6603
15,6906
16,4356
17,4317
18,3900
19,3548
20,2247
21,3427
22,5322
23,7403
24,4227
25,5224
26,4083
27,4538
28,2539
29,6301
30,882
31,6121
32,5065
33,2744
34,2708
35,5029
36,1444
37,3719
38,4600
39,4518
40,3712
41,4026
42,4424
43,4299
44,5419
45,4449
46,4135
47,3229
48,5463
49,3949
50,5173
51,3818
52,2000
53,2605
54,3041
55,3508
56,3407
57,2550
58,4313
59,3201
60,4736
61,3378
62,3093
63,3338
64,5487
65,4266
66,3190
67,2254
68,1542
69,2131
70,2457
71,4344
72,4371
73,2424
74,4277
75,2294
76,4205
77,3431
78,3546
79,3479
80,1662
81,4129
82,4914
83,2282
84,1573
85,5334
86,950
87,3498
88,1477
89,3288
90,3817
91,1179
92,687
93,2244
94,3745
95,4664
96,3168
97,5140
98,5507
99,8232
100,3868
