round,total_ul_rbg
1,44113
2,35688
3,27904
4,26288
5,24712
6,24132
7,24439
8,23722
9,24066
10,24140
11,17873
12,14591
13,14859
14,6281
15,6592
16,6760
17,7035
18,6410
19,6773
20,5949
21,6886
22,6717
23,7356
24,6565
25,6535
26,6662
27,6720
28,5866
29,6885
30,6514
31,7105
32,6692
33,6155
34,6276
35,6766
36,6376
37,6291
38,6399
39,6383
40,6506
41,6679
42,7036
43,6412
44,7128
45,6473
46,6475
47,6578
48,6753
49,6552
50,6484
51,6702
52,6236
53,6024
54,6108
55,6846
56,6388
57,6777
58,6577
59,6685
60,6105
61,6033
62,6200
63,6528
64,4873
65,6504
66,6094
67,6629
68,6302
69,6727
70,6403
71,6788
72,6361
73,6046
74,6440
75,6354
76,6740
77,7201
78,6371
79,7212
80,6292
81,6885
82,6914
83,6175
84,6296
85,4306
86,6367
87,6867
88,6383
89,6494
90,6052
91,5516
92,6073
93,6036
94,6714
95,6557
96,5851
97,7074
98,7100
99,4282
100,6192
