node_id,ue_idx,rnti,distance_m
0,1,1,135.888451
1,2,2,95.631763
2,3,3,65.281664
3,4,310,65.552778
4,5,311,82.594237
5,6,312,52.551046
6,7,313,57.990628
7,8,606,76.189789
8,9,607,91.708329
9,10,608,91.313681
10,11,889,143.170194
11,12,1023,62.373919
12,13,1024,87.828844
13,14,1025,132.480815
14,15,1026,152.313292
15,16,1285,164.157840
16,17,1286,109.576820
17,18,1287,62.475041
18,19,1288,102.192692
19,20,1410,68.598140
20,21,1411,146.749319
21,22,1412,154.734821
22,23,1531,100.217659
23,24,1532,151.751461
24,25,1533,118.066786
25,26,1534,59.847122
26,27,1649,79.651636
27,28,1650,155.764513
28,29,748,167.167628
29,30,749,136.616044
30,31,750,123.889882
31,32,1651,121.916306
32,33,1652,58.189894
33,34,1873,53.222114
34,35,1874,122.750406
35,36,1875,131.287301
36,37,2084,146.176177
37,38,2085,161.354544
38,39,2086,112.301922
39,40,2185,133.989226
40,41,2186,149.517837
41,42,2187,53.708846
42,43,2188,138.965610
43,44,2377,54.106100
44,45,2378,70.508742
45,46,2379,60.044137
46,47,2380,104.790215
47,48,2555,145.064558
48,49,2556,79.238545
49,50,2557,84.622367
50,51,2639,61.576316
51,52,2640,91.877209
52,53,2641,165.617351
53,54,2720,130.517150
54,55,2721,109.368807
55,56,2722,82.541853
56,57,1763,119.272592
57,58,1764,103.043187
58,59,460,166.455175
59,60,461,72.742436
60,61,462,87.627912
61,62,463,73.174157
62,63,1765,99.665920
63,64,2283,108.520970
64,65,2284,102.699794
65,66,2285,65.082055
66,67,2873,144.178093
67,68,2874,82.416770
68,69,2875,133.035351
69,70,2945,57.333403
70,71,2946,64.277221
71,72,2947,57.055559
72,73,3080,150.171717
73,74,3081,150.370460
74,75,2798,83.343877
75,76,2799,71.216293
76,77,2800,134.364505
77,78,3082,123.555134
78,79,3143,124.498461
79,80,3144,85.080174
80,81,3145,63.704907
81,82,3146,134.155995
82,83,3203,60.729505
83,84,3204,97.697383
84,85,3205,118.375173
85,86,3206,155.898085
86,87,3259,71.216608
87,88,3260,134.567888
88,89,3261,116.026071
89,90,3262,101.532088
90,91,3359,77.773738
91,92,3360,96.201181
92,93,3361,96.731159
93,94,3404,87.268672
94,95,3405,129.640277
95,96,3311,60.134626
96,97,3312,128.474602
97,98,3313,142.367194
98,99,3406,146.926718
99,100,3446,72.760372
100,101,3447,70.516390
101,102,3448,122.936838
102,103,157,136.593115
103,104,158,104.519549
104,105,159,147.229617
105,106,3485,143.535815
106,107,3486,96.771818
107,108,1980,111.399458
108,109,1981,110.670030
109,110,1982,89.599931
110,111,3487,71.015837
111,112,3521,86.733384
112,113,3522,116.520836
113,114,3523,114.556104
114,115,3524,91.324549
115,116,3583,58.082865
116,117,3584,116.593233
117,118,3585,135.768762
118,119,3586,166.211513
119,120,3609,142.306433
120,121,3610,73.909212
121,122,3611,79.692319
122,123,3612,122.123014
123,124,3631,85.594167
124,125,3632,75.036879
125,126,3633,149.873214
126,127,3649,101.996922
127,128,3650,56.013340
128,129,3014,94.782974
129,130,3015,62.150084
130,131,3016,56.698918
131,132,3651,122.751956
132,133,3652,116.404584
133,134,3664,55.125306
134,135,3665,82.059024
135,136,3554,138.575571
136,137,3555,73.669578
137,138,3556,114.253611
138,139,3666,61.258666
139,140,3675,146.209041
140,141,3676,95.774411
141,142,3677,133.165626
142,143,3678,62.920412
143,144,3683,75.592925
144,145,3684,85.221672
145,146,1156,123.011626
146,147,1157,69.051402
147,148,1158,71.419449
148,149,1159,68.998818
149,150,3685,87.314218
