round,start_sim,end_sim,duration_sim,start_wall,end_wall,duration_wall
1,1,6,5,18:38:55,18:45:37,401.889
2,6,11,5,18:45:37,18:52:53,435.349
3,11,16,5,18:52:53,18:59:51,418.599
4,16,21,5,18:59:51,19:07:27,456.26
5,21,26,5,19:07:27,19:14:00,392.153
6,26,31,5,19:14:00,19:20:23,383.764
7,31,36,5,19:20:23,19:26:53,389.296
8,36,41,5,19:26:53,19:32:32,338.907
9,41,46,5,19:32:32,19:39:17,405.095
10,46,51,5,19:39:17,19:45:51,394.77
11,51,56,5,19:45:51,19:51:58,366.658
12,56,61,5,19:51:58,19:58:35,397.003
13,61,66,5,19:58:35,20:06:00,445.079
14,66,71,5,20:06:00,20:12:38,397.79
15,71,76,5,20:12:38,20:19:20,402.199
16,76,81,5,20:19:20,20:25:52,391.601
17,81,86,5,20:25:52,20:32:08,376.548
18,86,91,5,20:32:08,20:38:36,387.716
19,91,96,5,20:38:36,20:44:38,361.649
20,96,101,5,20:44:38,20:50:21,343.211
21,101,106,5,20:50:21,20:56:33,372.298
22,106,111,5,20:56:33,21:03:24,411.132
23,111,115.994,4.99357,21:03:24,21:10:31,426.305
24,115.994,120.994,5,21:10:31,21:16:57,386.399
25,120.994,125.994,5,21:16:57,21:23:21,384.096
26,125.994,130.994,5,21:23:21,21:30:05,403.632
27,130.994,135.994,5,21:30:05,21:36:27,382.458
28,135.994,140.994,5,21:36:27,21:42:12,344.602
29,140.994,145.994,5,21:42:12,21:49:18,425.735
30,145.994,150.994,5,21:49:18,21:54:37,319.722
31,150.994,155.994,5,21:54:37,22:01:38,420.428
32,155.994,160.994,5,22:01:38,22:08:06,388.119
33,160.994,165.994,5,22:08:06,22:13:57,350.748
34,165.994,170.994,5,22:13:57,22:19:32,335.499
35,170.994,175.994,5,22:19:32,22:25:54,381.375
36,175.994,180.994,5,22:25:54,22:31:25,331.775
37,180.994,185.994,5,22:31:25,22:37:31,365.77
38,185.994,190.994,5,22:37:31,22:44:00,389.22
39,190.994,195.994,5,22:44:00,22:50:39,399.101
40,195.994,200.994,5,22:50:39,22:57:05,385.417
41,200.994,205.994,5,22:57:05,23:02:59,354.458
42,205.994,210.994,5,23:02:59,23:09:09,370.124
43,210.994,215.994,5,23:09:09,23:15:29,379.459
44,215.994,220.994,5,23:15:29,23:22:11,402.008
45,220.994,225.994,5,23:22:11,23:28:22,371.297
46,225.994,230.994,5,23:28:22,23:34:33,370.509
47,230.994,235.994,5,23:34:33,23:40:24,351.306
48,235.994,240.994,5,23:40:24,23:47:02,398.441
49,240.994,245.994,5,23:47:02,23:53:01,358.733
50,245.994,250.994,5,23:53:01,23:59:32,390.668
51,250.994,255.994,5,23:59:32,00:05:44,371.674
52,255.994,260.994,5,00:05:44,00:11:20,336.919
53,260.994,265.994,5,00:11:20,00:17:19,358.501
54,265.994,270.994,5,00:17:19,00:23:09,350.113
55,270.994,275.994,5,00:23:09,00:29:04,355.224
56,275.994,280.994,5,00:29:04,00:35:09,364.922
57,280.994,285.994,5,00:35:09,00:40:45,336.147
58,285.994,290.994,5,00:40:45,00:47:21,395.797
59,290.994,295.994,5,00:47:21,00:53:13,352.311
60,295.994,300.994,5,00:53:13,00:59:24,370.957
61,300.994,305.994,5,00:59:24,01:05:28,363.897
62,305.994,310.994,5,01:05:28,01:11:18,349.473
63,310.994,315.994,5,01:11:18,01:17:08,350.709
64,315.994,319.453,3.45946,01:17:08,01:22:25,316.294
65,319.453,324.453,5,01:22:25,01:28:36,370.915
66,324.453,329.453,5,01:28:36,01:34:28,352.418
67,329.453,334.453,5,01:34:28,01:40:08,339.589
68,334.453,339.453,5,01:40:08,01:45:40,332.267
69,339.453,344.453,5,01:45:40,01:51:20,339.573
70,344.453,349.453,5,01:51:20,01:57:08,348.83
71,349.453,354.453,5,01:57:08,02:03:30,381.824
72,354.453,359.453,5,02:03:30,02:09:43,372.925
73,359.453,364.453,5,02:09:43,02:15:19,335.479
74,364.453,369.453,5,02:15:19,02:21:33,374.716
75,369.453,374.453,5,02:21:33,02:27:14,340.285
76,374.453,379.453,5,02:27:14,02:33:26,372.877
77,379.453,384.453,5,02:33:26,02:39:30,363.666
78,384.453,389.453,5,02:39:30,02:45:42,371.663
79,389.453,394.453,5,02:45:42,02:51:24,342.479
80,394.453,399.453,5,02:51:24,02:56:54,329.717
81,399.453,404.453,5,02:56:54,03:03:03,369.003
82,404.453,409.453,5,03:03:03,03:09:39,395.877
83,409.453,414.453,5,03:09:39,03:15:15,335.914
84,414.453,419.453,5,03:15:15,03:20:40,325.312
85,419.453,422.786,3.33304,03:20:40,03:25:32,291.483
86,422.786,427.786,5,03:25:32,03:30:49,317.583
87,427.786,432.786,5,03:30:49,03:36:41,351.75
88,432.786,437.786,5,03:36:41,03:42:13,332.015
89,437.786,442.786,5,03:42:13,03:48:13,360.461
90,442.786,447.786,5,03:48:13,03:54:26,372.437
91,447.786,452.786,5,03:54:26,03:59:46,320.16
92,452.786,457.786,5,03:59:46,04:05:03,317.064
93,457.786,462.786,5,04:05:03,04:10:46,342.488
94,462.786,467.786,5,04:10:46,04:16:43,357.612
95,467.786,472.786,5,04:16:43,04:23:04,380.65
96,472.786,477.786,5,04:23:04,04:28:56,351.674
97,477.786,482.786,5,04:28:56,04:35:28,392.522
98,482.786,487.786,5,04:35:28,04:42:14,405.765
99,487.786,490.841,3.055,04:42:14,04:47:08,294.296
100,490.841,495.841,5,04:47:08,04:53:22,373.583
