round,ids
1,3.35057;3.84007
2,3.75253;4.21257;4.23057;4.59907
3,3.53203;3.88407
4,4.19307;4.54953
5,2.69253;4.56957;4.61707
6,3.25407
7,2.73557;2.90753;2.91307;3.47007
8,4.08707
9,3.10257;3.12006;3.38503
10,1.95703;2.86503;2.86503;2.87257;2.95907
11,2.08207;2.48157;2.57007
12,2.35157;2.56007;3.38807;3.38857
13,3.28257;4.31103
14,2.37253;2.91707;2.91807;2.92157;3.33903
15,2.65957;2.84003;2.84156;2.92707;4.13906
16,2.81253;2.95607;3.12107
17,2.43057
18,2.70907;2.94253
19,3.04307;3.27253;4.08057
20,1.49853;1.80303
21,2.53557;2.71757
22,2.86907;2.99957;3.30953;3.67007
23,2.88057;2.98803;3.21307;3.24507;3.81907;4.99357
24,2.4395;2.47446;3.8805
25,1.9775;2.73746;2.97946;3.533
26,2.3;2.579;3.4025;4.5505
27,1.92046;2.462;2.53696;3.16;4.02949
28,1.6485;2.14496;2.31
29,2.719;3.403;3.43;3.43;3.6445
30,1.3225
31,2.73149;3.239;3.2395;3.798
32,2.1205;2.58346;2.5875;3.05299;3.6865
33,1.82646;2.12646
34,1.6805;1.8025;1.8475
35,1.5785;2.342;2.3615;2.3945;3.633
36,1.48296;1.6835
37,2.18349;2.41746;3.04596;4.256
38,2.86746;2.877;3.3115;3.908
39,2.1315;2.66446;2.8165;3.281
40,2.416;2.6385
41,1.683;2.1035;2.1175;2.121
42,1.7955;2.0895;2.29146;2.3745;3.8605
43,2.1315;2.3565;3.7455
44,2.4945;2.8995;3.4725;3.7325
45,1.9745;2.10099;2.2515;2.961;4.83146
46,1.436;2.55199;2.55399;2.6015
47,1.062;2.12846;2.1315
48,2.78446;3.036;4.08;4.498
49,1.79196;2.22146;2.34596
50,1.425;3.0385;3.04249
51,2.277;2.39646;2.818;4.6755
52,1.6855;1.90796;2.01947
53,1.6725;2.0695;4.92846
54,1.536;1.9265;2.0015;2.1535
55,1.98796;2.05;2.92896;3.0695
56,2.208;2.318;4.7825
57,1.89546;4.4235
58,2.838;3.616
59,1.0985;1.64546;2.01796;2.3985
60,1.7555;2.3235;2.475;2.475;2.5405
61,1.852;2.1635;2.211;3.54546
62,1.9255;2.106;2.1745
63,1.8225;2.36099;2.632;3.3335
64,2.236;2.464;2.855;3.05996;3.1235;3.45946
65,1.31604;1.78854;2.4425;2.44453
66,1.07104;2.07303;2.12554;3.03454
67,3.167;3.39204
68,1.1265;1.4045;1.58504
69,1.65054;2.7195
70,1.35254;1.7685;3.17654
71,1.75;2.63404;2.76304
72,1.99404;2.19904;2.38004;2.78504;3.83654
73,1.70454;1.756;1.99904
74,1.13404;2.208;2.31754;3.59154;4.78804
75,1.79;1.93804
76,1.33504;1.85854;2.37954;3.10054;4.35904
77,1.91854;2.15454;2.958
78,1.13654;2.52104;2.62004;3.74154
79,1.76004;1.8355;3.3645
80,1.17254;1.65804;1.67054
81,2.47504;2.48354;3.6375;4.40004
82,2.4715;2.73804;3.30154;4.037
83,1.73203;1.7595;2.01004
84,1.64504;4.19304
85,1.26454;2.53054;2.58704;2.90304;2.9115;3.33304
86,1.052;1.28701
87,1.125;2.13346;2.1345;4.43
88,1.761;2.8075
89,1.1075;2.2925;2.933;3.5265
90,1.3665;1.967;2.44646;2.507;3.22396
91,1.193;1.6725
92,1.3985
93,1.309;1.738;3.08
94,2.0225;2.5965;2.9155;4.8125
95,2.6005;2.601;4.495
96,1.19846;2.1525;2.436;2.49146
97,2.84846;2.988;4.503
98,2.054;2.3975;2.957;3.572
99,2.4055;2.63796;3.012;3.022;3.0255;3.055
100,1.807;2.05351;2.2595;2.4995;2.6285
