round,total_ul_rbg
1,26997
2,43861
3,31767
4,30411
5,47395
6,26109
7,42324
8,13623
9,35405
10,45715
11,29182
12,41336
13,50354
14,52368
15,51598
16,37105
17,42347
18,33985
19,45119
20,30180
21,32513
22,50090
23,66603
24,39421
25,55137
26,42301
27,52016
28,32094
29,49671
30,11251
31,54953
32,55933
33,34115
34,29442
35,54154
36,19711
37,47490
38,43186
39,45320
40,36170
41,41596
42,49268
43,48347
44,57951
45,59735
46,38509
47,39889
48,51567
49,43359
50,51194
51,46914
52,28012
53,33007
54,37571
55,45886
56,35355
57,36738
58,38983
59,51141
60,46868
61,41790
62,36292
63,46049
64,59266
65,50085
66,41704
67,27798
68,27324
69,31190
70,34100
71,54785
72,55487
73,29077
74,56178
75,26013
76,54675
77,40669
78,41982
79,45492
80,27718
81,48015
82,55985
83,29528
84,24907
85,57659
86,18192
87,41309
88,19582
89,44691
90,50608
91,21293
92,9348
93,33695
94,48926
95,41162
96,42726
97,53254
98,61134
99,60684
100,54391
