round,ids
3,3;78
5,65;45;124
6,44;137
7,118;54
8,111;144;65;54
9,112
10,83;110;149
13,87;98
14,72;20;130
15,56
16,66;92;8
17,91;99;147;12
18,61;50;6;43
19,33;3
20,111;78;118
21,97;64
22,42;81;124
23,143;45;46;54;122
24,100;135
25,48;44;72;101
26,148;42;41
28,83;12;112;97
29,97;147;5;23
30,139;125;133
31,39;137;54
32,5;111
33,3;91;61;125;43
34,10;131
35,10;7
36,3;148;50;41
38,87;72;76
39,72;110;92;149
40,144;149
41,143;71;64;78
42,130;39;92
43,70;128;99;44;87
44,60;112;64
45,124;148;129;150
46,50
47,129;118;144;41
48,50;4;5
49,81;147;46
50,3;92;7;4
51,61;70
52,112;65
53,5
54,83;117;111;72
55,52;149;76
56,54;33;42;46
57,3;122
58,66;51
59,43;61
60,45
61,116;143;20;45;6
62,39;131;133;121
63,116
64,20;52
65,42;93
66,96;124;129;99;39
67,137;125
68,41;128
69,129;54
70,46;1;10;87;121
71,41;3;61;51
72,110;6;44;147
73,131;118;47;130
74,20;110;72;2
75,48
76,96;10;80
77,56;60
78,56;101;139;80;4
79,78;112
80,98;110;97;8
81,138;72;1;51
82,87
83,10;139;49
84,112;92;98;51
85,1;137
86,138;99;143;101
87,118;101
88,97;7;81
89,17
90,143;124;137;78
91,131;46;87
92,116;128;83
93,143;33;111
94,60;33;147;20
95,71
96,46;85;4
97,51
98,87;116;98
99,56;50;138
100,7;112;39;4
