round,ndi0_count,ndi1_count
1,299,3972
2,405,5735
3,253,4018
4,591,3540
5,487,5067
6,583,4605
7,699,5361
8,321,4857
9,566,4023
10,491,4246
11,719,2719
12,667,4311
13,560,5969
14,524,5036
15,734,6232
16,399,5181
17,507,7328
18,345,5994
19,413,2986
20,569,5147
21,558,3836
22,524,5460
23,399,6101
24,286,2110
25,487,4918
26,391,5085
27,614,3126
28,535,6035
29,309,3669
30,462,5888
31,673,4822
32,285,2640
33,33,5163
34,351,3542
35,401,4362
36,523,6234
37,691,3394
38,509,3829
39,385,3838
40,117,1591
41,478,5014
42,214,3046
43,241,6022
44,473,4536
45,271,3798
46,116,1252
47,126,3479
48,49,1830
49,196,2763
50,358,4428
51,235,2329
52,313,2391
53,36,592
54,484,4985
55,373,2783
56,160,3495
57,358,2303
58,122,1218
59,370,3271
60,451,3276
61,241,6276
62,230,4159
63,293,1452
64,303,2796
65,257,1547
66,79,4256
67,217,2619
68,365,2638
69,152,1636
70,58,3985
71,530,5149
72,5,4826
73,299,4137
74,270,3417
75,246,1344
76,210,2516
77,412,3387
78,343,4265
79,57,1065
80,223,3149
81,343,5556
82,396,2372
83,222,2061
84,435,4641
85,216,2189
86,313,3676
87,451,2468
88,90,1895
89,690,2594
90,338,4784
91,13,1753
92,33,2135
93,9,1763
94,129,4234
95,58,580
96,438,1992
97,162,898
98,241,3161
99,0,1750
100,265,4532
