round,total_ul_rbg
1,49291
2,48333
3,42757
4,44418
5,43643
6,44390
7,45392
8,44281
9,44586
10,44299
11,45016
12,44410
13,45443
14,45770
15,47105
16,43875
17,44350
18,43903
19,43729
20,44466
21,44472
22,45926
23,44454
24,42719
25,45244
26,44846
27,43806
28,33251
29,31509
30,33480
31,33654
32,31862
33,31305
34,32055
35,32280
36,34149
37,34069
38,34092
39,33098
40,31559
41,32505
42,32331
43,32426
44,33268
45,32269
46,30833
47,31681
48,31869
49,33334
50,33035
51,33013
52,32739
53,31566
54,33973
55,32411
56,32388
57,32999
58,31247
59,31925
60,33285
61,32500
62,30899
63,29903
64,29422
65,28662
66,28931
67,29452
68,29740
69,28748
70,29031
71,30749
72,28481
73,29212
74,29682
75,28821
76,29472
77,29234
78,28983
79,27567
80,29084
81,30807
82,29195
83,29533
84,30116
85,29008
86,30136
87,29379
88,28745
89,30681
90,29733
91,28661
92,28611
93,29068
94,29308
95,28340
96,31479
97,28234
98,28850
99,28310
100,29833
