round,ids
3,3.84457;4.05007
5,3.51107;3.90157;3.90157
6,3.69903;3.86507
7,3.46207;4.06807
8,2.82157;3.23857;3.50057;3.59556
9,3.83157
10,2.96107;3.13753;3.91808
13,3.43507;4.36457
14,4.22657;4.38253;4.86957
15,4.65707
16,3.07857;3.23507;3.77007
17,3.95757;4.04903;4.16603;4.90057
18,3.55307;4.15307;4.20403;4.51653
19,2.20307;2.41357
20,3.45257;3.54203;3.77157
21,2.83007;3.10907
22,3.50107;4.10857;4.81557
23,3.18507;3.67807;3.70603;3.81357;4.84157
24,2.48657;4.27857
25,3.60057;3.97707;4.49457;4.54008
26,4.06307;4.24257;4.66807
28,3.06007;4.22106;4.22907;4.37853
29,2.44103;2.86056;2.96707;4.38256
30,2.76007;3.15857;4.09108
31,1.94407;3.16507;3.35457
32,2.30257;2.75358
33,1.58857;2.90007;2.90157;3.22407;3.22907
34,2.91703;3.09107
35,3.72256;4.33957
36,3.59657;3.96553;3.96956;4.88203
38,1.80657;3.92557;4.59907
39,1.77807;3.33557;3.38657;4.21157
40,1.51156;3.03007
41,3.33557;3.52957;3.62807;4.24657
42,1.84157;2.92057;3.35207
43,2.61307;3.03357;3.64957;3.88353;3.89753
44,2.65407;3.28307;4.03653
45,2.35157;2.42457;2.61403;4.43657
46,2.02953
47,1.95857;2.35503;2.48157;3.36607
48,1.42903;1.89707;1.90503
49,1.78257;2.21007;2.35203
50,1.47007;3.73007;4.29407;4.34307
51,2.71907;2.91457
52,1.80657;2.77153
53,1.11207
54,1.90557;2.20757;3.46407;4.60757
55,1.68357;2.68857;3.75407
56,1.99257;2.25957;2.54157;2.63157
57,1.86357;2.51407
58,1.10407;1.43257
59,3.19903;3.71057
60,3.50007
61,2.99107;3.61907;3.67907;4.00003;4.03607
62,2.54507;2.65053;3.02106;3.36903
63,1.64657
64,1.96257;2.47957
65,1.83207;4.17257
66,1.99753;2.25757;2.48707;2.89807;3.20207
67,2.22653;2.41707
68,2.42757;2.80307
69,1.24607;2.08203
70,1.70403;2.14953;3.04307;3.20007;3.64707
71,3.39107;3.83757;4.04003;4.51207
72,1.25203;2.72657;2.72707;2.73007
73,2.45006;2.55857;2.74207;3.35407
74,1.99703;2.30357;2.69407;4.97807
75,1.48007
76,2.29103;2.45353;3.08007
77,1.39207;3.31157
78,1.59707;2.86807;2.94357;3.29607;4.78007
79,1.16607;1.37757
80,2.44508;2.52607;2.65357;3.15757
81,3.17657;3.88757;4.02507;4.16307
82,1.79203
83,1.37506;1.93607;4.40453
84,1.26903;2.81757;3.12957;3.86507
85,2.17507;2.32207
86,2.08653;2.52557;2.72607;4.65903
87,2.61753;2.82057
88,1.26007;2.07057;2.20007
89,4.41107
90,2.68307;2.87557;3.07757;3.94953
91,1.27707;1.79807;1.97907
92,1.39407;1.94607;2.03153
93,1.25607;1.73957;1.91803
94,2.12057;2.51457;3.47157;3.47157
95,1.47056
96,2.09553;2.70803;2.82707
97,1.11357
98,1.36307;2.35357;3.03757
99,1.15307;1.88253;2.04853
100,2.48957;2.75003;3.35457;3.39703
