round,total_tbSize
1,1110263
2,2484016
3,3387006
4,1709458
5,4425550
6,3620262
7,5430355
8,4401737
9,2863471
10,4292344
11,2484604
12,3017758
13,4770544
14,4637086
15,3769142
16,4264287
17,4314936
18,5120506
19,3464152
20,4594693
21,4141581
22,4739140
23,5538313
24,2479713
25,4878563
26,3624190
27,2201995
28,5926448
29,4193862
30,5515933
31,5580206
32,2638838
33,4025230
34,3090107
35,3799982
36,5363036
37,2492860
38,3966812
39,4070171
40,2214319
41,5425275
42,2934402
43,5385015
44,4587071
45,4072935
46,1020644
47,3723652
48,2499422
49,3195402
50,3950968
51,2110745
52,2323160
53,922367
54,5041623
55,4105308
56,3668372
57,3124321
58,1963308
59,2422001
60,2696413
61,5208653
62,4339653
63,1923101
64,3004240
65,2313125
66,4690547
67,2920414
68,3338537
69,2107918
70,4261799
71,5338270
72,3288946
73,4161216
74,4186789
75,2242210
76,3065554
77,3314426
78,5124225
79,1701141
80,3763318
81,4044569
82,3127699
83,3129223
84,4968271
85,2166479
86,4412164
87,3304789
88,2644776
89,3201474
90,5092836
91,2427897
92,2424905
93,2459684
94,3543519
95,1011390
96,3307516
97,1407293
98,3922471
99,2416571
100,4416823
