round,total_ul_rbg
1,11874
2,27917
3,37564
4,16425
5,44791
6,35947
7,53092
8,46062
9,27881
10,42429
11,21955
12,29320
13,47660
14,45246
15,38827
16,43259
17,44853
18,52962
19,34586
20,44814
21,38875
22,47902
23,56580
24,24108
25,47961
26,37135
27,20488
28,59601
29,42769
30,56162
31,53417
32,27470
33,44825
34,32089
35,38192
36,54772
37,22126
38,39229
39,40178
40,22607
41,55397
42,30656
43,56140
44,45215
45,41744
46,10992
47,39997
48,27040
49,32550
50,41206
51,21487
52,23208
53,10001
54,50547
55,39806
56,39022
57,30065
58,20042
59,25376
60,25717
61,55081
62,45286
63,18519
64,30390
65,22426
66,51104
67,29808
68,33073
69,22179
70,47044
71,54765
72,36748
73,42264
74,42877
75,20954
76,31649
77,34012
78,51892
79,18363
80,39296
81,42122
82,29414
83,31566
84,50468
85,22931
86,44567
87,31355
88,28382
89,28199
90,53088
91,26898
92,26813
93,27336
94,38883
95,10086
96,31254
97,13682
98,40788
99,27039
100,45489
