round,total_ul_rbg
1,50883
2,20369
3,40841
4,42896
5,56101
6,35550
7,54998
8,43971
9,44801
10,49525
11,51050
12,34667
13,26311
14,38405
15,51151
16,49698
17,46427
18,45431
19,28218
20,32082
21,37666
22,40368
23,48777
24,35116
25,60238
26,46599
27,32308
28,35175
29,36342
30,20369
31,40926
32,59222
33,30067
34,43930
35,52796
36,30507
37,45098
38,32134
39,49030
40,53447
41,51869
42,47713
43,20601
44,19627
45,38683
46,43649
47,40471
48,37086
49,39147
50,45896
51,18445
52,29581
53,31956
54,42506
55,49205
56,19312
57,29630
58,37718
59,43547
60,32759
61,55225
62,40712
63,29035
64,45781
65,36629
66,19810
67,38199
68,29007
69,48201
70,34579
71,17817
72,38662
73,46183
74,60130
75,47033
76,27239
77,49188
78,17729
79,31784
80,36849
81,41995
82,51782
83,21651
84,37295
85,30136
86,28460
87,40974
88,29486
89,55741
90,10916
91,51483
92,57221
93,30579
94,32151
95,32554
96,60756
97,41524
98,42690
99,51555
100,31984
