flow_id,src,sport,dst,dport,start,end,active_s,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,7.0.0.154,49153,5.0.0.2,50000,1.00632,499.97,498.963,1345.71,1345.26,1345.26,6.45619,2.41566,0.0338414,99.9662,79784,79757,83932768,83904364
2,7.0.0.152,49153,5.0.0.2,50000,1.0069,499.957,498.95,388.406,388.406,388.406,7.09497,0.884669,0,100,23027,23027,24224404,24224404
3,7.0.0.153,49153,5.0.0.2,50000,1.00701,5.30257,4.29557,120275,932.593,932.593,40.1593,6.76802,99.2246,0.775383,61389,476,64581228,500752
4,7.0.0.156,49153,5.0.0.2,50000,1.00983,411.466,410.456,1622.85,1335.26,1335.26,6.33188,2.39206,17.7212,82.2788,79148,65122,83263696,68508344
5,7.0.0.157,49153,5.0.0.2,50000,1.01468,499.955,498.94,1302.36,1302.34,1302.34,6.19422,2.34904,0.00129517,99.9987,77210,77209,81224920,81223868
6,7.0.0.155,49153,5.0.0.2,50000,1.02993,82.7305,81.7006,6147.76,992.504,992.504,6.7493,2.18117,83.8558,16.1442,59681,9635,62784412,10136020
7,7.0.0.64,49153,1.0.0.2,9,1.034,5.59507,4.56107,1360.15,1204.8,1204.8,48.7915,5.26369,7.33173,92.6683,832,771,775468,686896
9,7.0.0.108,49153,1.0.0.2,9,1.077,6.27257,5.19557,1160.14,1128.84,1128.84,20.3156,2.74992,1.3986,98.6014,1001,987,753448,733120
11,7.0.0.84,49153,1.0.0.2,9,1.11,6.00406,4.89406,1197.03,1197.03,1197.03,31.3626,1.30821,0,100,969,969,732292,732292
13,7.0.0.122,49153,1.0.0.2,9,1.14,6.07253,4.93253,302.65,250.841,250.841,12.3866,3.33376,3.66667,96.3333,600,578,186604,154660
15,7.0.0.126,49153,1.0.0.2,9,1.176,6.11007,4.93407,596.902,563.942,563.942,16.9935,2.90817,2.17054,97.8295,645,631,368144,347816
17,7.0.0.35,49153,1.0.0.2,9,1.188,6.00406,4.81606,1217.28,1217.28,1217.28,28.9249,1.38749,0,100,979,979,732812,732812
19,7.0.0.98,49153,1.0.0.2,9,6.038,11.0065,4.96853,1169.61,1164.94,1164.94,19.2793,1.19849,0.249377,99.7506,802,800,726408,723504
21,7.0.0.96,49153,1.0.0.2,9,6.049,16.0086,9.95956,0.170289,0.12852,0.12852,43.7097,90.5321,25,75,4,3,212,160
23,7.0.0.107,49153,1.0.0.2,9,6.092,6.80507,0.713065,335.498,32.7151,32.7151,37.8977,7.46236,90.2609,9.73913,575,56,29904,2916
25,7.0.0.15,49153,1.0.0.2,9,6.111,7.43803,1.32703,252.377,67.1092,67.1092,12.0592,2.4788,73.4161,26.5839,805,214,41864,11132
27,7.0.0.140,49153,1.0.0.2,9,6.153,11.0061,4.85306,1203.45,1203.45,1203.45,19.459,0.964492,0,100,924,924,730052,730052
