round,ndi0_count,ndi1_count
1,501,7301
2,128,1823
3,211,5215
4,363,4511
5,510,7130
6,157,3354
7,452,7104
8,319,4018
9,243,4618
10,374,6182
11,169,7254
12,491,3145
13,299,2660
14,550,4330
15,529,4720
16,600,4476
17,576,5266
18,265,3907
19,441,2398
20,193,3037
21,306,4026
22,467,4003
23,510,4336
24,291,3013
25,385,7330
26,369,4493
27,209,2983
28,262,3500
29,136,3915
30,127,1637
31,176,4149
32,255,8412
33,315,2772
34,338,4155
35,237,4839
36,126,3184
37,405,4207
38,186,2590
39,113,7219
40,199,5967
41,419,5985
42,426,4050
43,385,2360
44,367,1321
45,155,4008
46,227,4135
47,321,3980
48,126,3813
49,170,4344
50,147,6084
51,105,1115
52,120,2334
53,306,2595
54,306,4079
55,420,5043
56,56,1462
57,162,2807
58,138,4604
59,285,5173
60,198,2917
61,560,6219
62,491,4156
63,81,2074
64,289,5343
65,275,3342
66,260,1411
67,119,3722
68,159,3161
69,388,4443
70,390,3059
71,0,1035
72,62,3643
73,217,5833
74,479,7107
75,56,5406
76,9,2193
77,279,4660
78,0,1039
79,247,2514
80,93,3880
81,181,5139
82,526,4285
83,65,1242
84,9,3481
85,18,1870
86,129,2648
87,217,3555
88,329,1762
89,343,5402
90,58,672
91,213,4920
92,157,7609
93,215,2652
94,126,2158
95,224,2184
96,521,6201
97,306,3967
98,192,4707
99,299,4491
100,215,2655
