round,start_sim,end_sim,duration_sim,start_wall,end_wall,duration_wall
1,1,6,5,19:13:15,19:20:38,442.757
2,6,11,5,19:20:38,19:26:46,367.787
3,11,16,5,19:26:46,19:33:38,412.199
4,16,21,5,19:33:38,19:40:29,411.511
5,21,26,5,19:40:29,19:47:50,441.087
6,26,31,5,19:47:50,19:54:05,374.954
7,31,36,5,19:54:05,20:01:16,430.607
8,36,41,5,20:01:16,20:07:47,391.239
9,41,46,5,20:07:47,20:14:31,403.655
10,46,51,5,20:14:31,20:21:49,438.165
11,51,56,5,20:21:49,20:28:53,424.159
12,56,61,5,20:28:53,20:35:25,391.485
13,61,66,5,20:35:25,20:41:52,387.357
14,66,71,5,20:41:52,20:48:49,416.867
15,71,76,5,20:48:49,20:55:32,402.951
16,76,81,5,20:55:32,21:02:21,409.126
17,81,86,5,21:02:21,21:09:29,427.83
18,86,91,5,21:09:29,21:15:54,384.709
19,91,96,5,21:15:54,21:21:59,365.487
20,96,101,5,21:21:59,21:28:19,380.018
21,101,106,5,21:28:19,21:34:47,388.269
22,106,111,5,21:34:47,21:41:35,407.743
23,111,116,5,21:41:35,21:48:04,388.667
24,116,121,5,21:48:04,21:54:28,384.437
25,121,125.387,4.38707,21:54:28,22:01:04,395.434
26,125.387,130.387,5,22:01:04,22:07:34,389.974
27,130.387,135.387,5,22:07:34,22:13:59,385.277
28,135.387,140.387,5,22:13:59,22:20:27,388.361
29,140.387,145.387,5,22:20:27,22:26:41,373.836
30,145.387,150.387,5,22:26:41,22:32:41,359.888
31,150.387,155.387,5,22:32:41,22:39:12,390.55
32,155.387,160.065,4.67796,22:39:12,22:46:09,417.414
33,160.065,165.065,5,22:46:09,22:52:34,384.803
34,165.065,170.065,5,22:52:34,22:59:07,393.687
35,170.065,175.065,5,22:59:07,23:05:50,402.279
36,175.065,180.065,5,23:05:50,23:12:03,373.432
37,180.065,185.065,5,23:12:03,23:18:42,398.78
38,185.065,190.065,5,23:18:42,23:24:51,369.308
39,190.065,195.065,5,23:24:51,23:32:03,431.517
40,195.065,200.065,5,23:32:03,23:38:59,416.545
41,200.065,205.065,5,23:38:59,23:45:42,402.583
42,205.065,210.065,5,23:45:42,23:52:16,394.155
43,210.065,215.065,5,23:52:16,23:58:38,382.063
44,215.065,220.065,5,23:58:38,00:04:25,346.766
45,220.065,225.065,5,00:04:25,00:10:42,377.214
46,225.065,230.065,5,00:10:42,00:17:02,379.999
47,230.065,235.065,5,00:17:02,00:23:42,399.889
48,235.065,240.065,5,00:23:42,00:30:01,378.598
49,240.065,245.065,5,00:30:01,00:36:33,392.3
50,245.065,250.065,5,00:36:33,00:43:09,396.55
51,250.065,255.065,5,00:43:09,00:48:51,341.349
52,255.065,260.065,5,00:48:51,00:54:52,361.486
53,260.065,265.065,5,00:54:52,01:01:06,374.088
54,265.065,270.065,5,01:01:06,01:07:26,379.816
55,270.065,275.065,5,01:07:26,01:14:11,405.271
56,275.065,280.065,5,01:14:11,01:20:02,350.965
57,280.065,285.065,5,01:20:02,01:26:22,379.129
58,285.065,290.065,5,01:26:22,01:32:53,391.808
59,290.065,295.065,5,01:32:53,01:39:25,391.251
60,295.065,300.065,5,01:39:25,01:45:48,382.937
61,300.065,305.065,5,01:45:48,01:52:46,418.919
62,305.065,310.065,5,01:52:46,01:59:26,399.368
63,310.065,315.065,5,01:59:26,02:05:22,356.089
64,315.065,320.065,5,02:05:22,02:11:59,396.998
65,320.065,325.065,5,02:11:59,02:18:26,386.683
66,325.065,330.065,5,02:18:26,02:24:11,345.754
67,330.065,335.065,5,02:24:11,02:30:28,376.278
68,335.065,340.065,5,02:30:28,02:36:43,375.066
69,340.065,345.065,5,02:36:43,02:43:26,403.105
70,345.065,350.065,5,02:43:26,02:49:49,383.432
71,350.065,355.065,5,02:49:49,02:55:29,339.585
72,355.065,360.065,5,02:55:29,03:01:45,375.889
73,360.065,365.065,5,03:01:45,03:08:29,404.128
74,365.065,370.065,5,03:08:29,03:15:33,424.065
75,370.065,375.065,5,03:15:33,03:22:14,400.877
76,375.065,380.065,5,03:22:14,03:28:09,355.157
77,380.065,385.065,5,03:28:09,03:34:48,399.381
78,385.065,390.065,5,03:34:48,03:40:29,340.435
79,390.065,395.065,5,03:40:29,03:46:30,361.61
80,395.065,400.065,5,03:46:30,03:52:47,376.238
81,400.065,405.065,5,03:52:47,03:59:31,403.925
82,405.065,410.065,5,03:59:31,04:06:09,398.563
83,410.065,415.065,5,04:06:09,04:11:44,334.985
84,415.065,420.065,5,04:11:44,04:17:48,363.845
85,420.065,425.065,5,04:17:48,04:23:33,345.213
86,425.065,430.065,5,04:23:33,04:29:32,358.895
87,430.065,435.065,5,04:29:32,04:35:40,367.531
88,435.065,440.065,5,04:35:40,04:41:19,339.12
89,440.065,445.065,5,04:41:19,04:47:58,399.299
90,445.065,450.065,5,04:47:58,04:53:27,329.376
91,450.065,455.065,5,04:53:27,05:00:01,393.59
92,455.065,458.972,3.90653,05:00:01,05:05:59,358.038
93,458.972,463.972,5,05:05:59,05:12:02,363.235
94,463.972,468.972,5,05:12:02,05:17:54,351.885
95,468.972,473.972,5,05:17:54,05:23:45,350.795
96,473.972,478.972,5,05:23:45,05:30:48,422.701
97,478.972,483.972,5,05:30:48,05:37:25,396.965
98,483.972,488.972,5,05:37:25,05:43:40,375.33
99,488.972,493.972,5,05:43:40,05:49:55,375.135
100,493.972,498.972,5,05:49:55,05:55:53,357.902
