round,ids
1,34;83
2,97;139
3,131;129;137;32
4,10;51;79;119
5,131;127;71;32
6,42;139;72
7,141;105;26;33;111
8,6;33;76;63
9,111;60;12;63
10,46;60;72;8
11,130;111;138;18;51
12,91;12
13,6;80
14,36;148
15,8;120;51
16,96;134
17,97;110;125
18,44;149;82;75
19,35;9
20,81;120;4
21,120;116;36
22,50;150
23,147;10;133
24,60;68;75
25,74;66;51;9;36;54
26,74;35;94;27
27,59;42;133
28,111;121;66
29,112;4;81;86
30,118;121
31,82;121;79;36
32,144;83;135;149;46;119
33,111;96
34,26;126;44;128
35,138;79;6;120;124
36,81;50;101
37,34;84;144
38,150;18;3
39,8;10;116;112;50
40,118;112;137;128;36
41,46;72;116;129;104
42,116;118;46;13
43,110
44,76
45,84;68;81;130
46,111;34;121;134
47,150;87;3;133
48,148;42;135;82
49,116;66;101;54
50,112;94;56;141;126
51,51;110
52,33;52;49
53,57;110
54,72;44;90;75
55,70;108;54;103
56,39;10
57,72;44;128
58,149;42;138;54
59,94;83;141;59
60,83;127;110
61,96;137;124;133;76
62,65;101;34
63,34;5;54
64,111;97;50;74
65,82;5;138
66,76
67,111;81;89;10
68,80;70;72
69,112;126;81
70,145;68;3
71,144;26
72,12;70;5;46
73,126;65;39;144;3
74,130;126;68;11;4
75,128;138;66;56;46
76,31;6;138
77,103;133;131;36
78,33;83
79,44;100;23
80,150;81;112;74
81,66;83;26;4
82,117;81;97
83,116;69
84,116;8;150;105
85,80;135;94
86,62;4;139
87,62;83;129;126
88,135;49
89,57;116;94;105
90,51
91,51;89;60;118;110
92,150;34;55;117;120;116
93,144;129;110
94,149;147;49
95,5;76
96,11;10;115;130
97,147;36;139
98,87;139;147;59
99,94;120;76;126
100,72;81;104
