round,count
1,7802
2,1951
3,5426
4,4874
5,7640
6,3511
7,7556
8,4337
9,4861
10,6556
11,7423
12,3636
13,2959
14,4880
15,5249
16,5076
17,5842
18,4172
19,2839
20,3230
21,4332
22,4470
23,4846
24,3304
25,7715
26,4862
27,3192
28,3762
29,4051
30,1764
31,4325
32,8667
33,3087
34,4493
35,5076
36,3310
37,4612
38,2776
39,7332
40,6166
41,6404
42,4476
43,2745
44,1688
45,4163
46,4362
47,4301
48,3939
49,4514
50,6231
51,1220
52,2454
53,2901
54,4385
55,5463
56,1518
57,2969
58,4742
59,5458
60,3115
61,6779
62,4647
63,2155
64,5632
65,3617
66,1671
67,3841
68,3320
69,4831
70,3449
71,1035
72,3705
73,6050
74,7586
75,5462
76,2202
77,4939
78,1039
79,2761
80,3973
81,5320
82,4811
83,1307
84,3490
85,1888
86,2777
87,3772
88,2091
89,5745
90,730
91,5133
92,7766
93,2867
94,2284
95,2408
96,6722
97,4273
98,4899
99,4790
100,2870
