round,ids
1,4.05403;4.15857
2,1.32807;2.41757
3,1.72057;3.56903;3.69503;3.73603
4,1.31407;3.44007;4.41403;4.44657
5,3.55157;3.55457;4.14107;4.53307
6,1.76257;1.76357;2.26207
7,1.85303;2.30617;4.27607;4.41457;4.41757
8,1.65406;1.79907;3.71507;3.94557
9,2.07457;2.32257;3.54357;4.47606
10,1.85657;1.94757;4.25957;4.70457
11,1.14107;3.13156;3.13506;3.46753;3.46903
12,1.53803;3.17603
13,1.88506;3.35953
14,4.31207;4.34207
15,1.29707;3.27357;3.90007
16,3.77607;4.20157
17,2.44357;2.89607;4.45907
18,1.53707;2.92403;3.23407;3.85307
19,1.65707;4.83907
20,1.16657;2.90757;2.91557
21,3.50007;3.60606;4.19757
22,1.58207;3.45603
23,1.20707;2.90307;3.79503
24,1.11357;2.46303;3.27757
25,1.54957;3.59107;3.59407;4.29407;4.36753;4.38707
26,1.491;2.71196;2.71246;3.3125
27,1.2155;2.8015;3.4005
28,1.5845;1.9915;2.875
29,1.64296;1.666;2.7765;2.8985
30,1.4095;2.5445
31,1.4495;3.0675;3.1985;3.649
32,1.1545;3.597;3.612;3.671;3.9745;4.67796
33,2.56153;3.28553
34,2.13903;2.97703;3.13003;3.39853
35,1.5815;1.74753;3.3565;3.90903;4.56354
36,1.657;2.70154;2.71503
37,1.2525;2.95853;3.23
38,1.60904;2.63103;3.36003
39,1.11703;2.95403;3.58953;3.59203;3.59453
40,1.37354;1.59753;3.51604;3.51703;4.16903
41,2.14053;3.17003;3.18;3.22504;4.53103
42,2.00154;2.88204;3.97454;4.50954
43,4.03154
44,2.14554
45,1.12653;2.59754;2.604;4.0195
46,2.305;2.44453;3.15053;4.588
47,2.83753;2.988;3.07653;3.63554
48,1.1795;2.72453;2.88204;2.9965
49,1.67903;1.74103;3.18203;3.56404
50,1.67404;1.74303;3.29004;3.35904;3.39054
51,1.09803;1.66204
52,1.86054;2.27503;2.77953
53,1.32803;3.94453
54,2.64753;2.64803;3.07454;4.05654
55,2.11803;2.14253;3.83403;4.19204
56,1.49203;1.841
57,1.15653;2.64054;3.09353
58,1.62603;1.6675;3.13803;3.1475
59,2.56003;3.00103;3.6445;3.83303
60,1.59;2.82153;3.23504
61,1.14203;3.18253;4.24803;4.68404;4.76503
62,1.11253;2.90604;3.51553
63,1.2045;2.01754;2.40304
64,1.68203;1.68353;3.14503;3.14653
65,1.84153;2.38403;3.01453
66,2.0195
67,1.17054;2.48303;2.86003;2.9705
68,1.10803;2.5955;2.67
69,1.62003;2.49903;3.31403
70,2.28454;2.7385;3.17353
71,1.10053;1.40854
72,1.10503;2.43004;2.5215;3.1215
73,1.24953;2.96653;2.969;3.1305;4.06603
74,1.43553;2.39053;3.7735;3.995;3.99853
75,1.17103;2.89254;2.89403;3.1325;3.3135
76,1.48954;1.90554;1.93103
77,1.97804;2.22053;3.17054;3.401
78,1.21353;1.50653
79,1.66554;2.7375;3.35154
80,1.17354;2.6225;2.62804;2.92753
81,1.13;3.08003;3.08303;3.2275
82,1.29404;2.87704;3.22603
83,1.2285;1.52804
84,1.07753;2.328;2.32954;2.56354
85,1.0365;1.82504;2.29803
86,1.46504;1.51753;2.41504
87,1.10103;2.28353;2.36454;2.66604
88,1.38953;1.86503
89,1.05904;2.692;3.18253;3.86503
90,1.09104
91,1.08753;2.626;2.70704;3.27254;4.89453
92,1.11204;2.84654;3.54853;3.56353;3.75053;3.90653
93,2.39597;2.4675;2.678
94,1.0975;1.8855;3.704
95,1.0815;2.6705
96,1.2665;3.14;4.6715;4.83247
97,1.1335;2.733;3.215
98,1.9335;2.263;2.2635;2.86747
99,2.63797;2.66901;2.9385;2.9535
100,1.526;1.62397;2.902
