round,avg_ul_mcs
1,27.8303
2,27.1189
3,27.5173
4,27.2714
5,27.5003
6,27.6839
7,27.2685
8,27.629
9,27.7054
10,27.6094
11,27.8005
12,27.129
13,26.8837
14,27.3418
15,27.507
16,27.1984
17,27.3247
18,27.5841
19,26.8785
20,27.505
21,27.5399
22,27.3143
23,27.6927
24,27.3644
25,27.7098
26,27.6306
27,27.2058
28,27.5053
29,27.6971
30,26.9444
31,27.6818
32,27.8005
33,27.4597
34,27.381
35,27.7104
36,27.5293
37,27.2595
38,27.4316
39,27.802
40,27.7418
41,27.617
42,27.6749
43,26.8288
44,27.0296
45,27.7804
46,27.7444
47,27.5803
48,27.752
49,27.3062
50,27.8353
51,27.2664
52,27.6231
53,27.2054
54,27.5959
55,27.6683
56,27.1146
57,27.5022
58,27.6826
59,27.699
60,27.582
61,27.6532
62,27.1067
63,27.6789
64,27.7344
65,27.3193
66,27.1376
67,27.6949
68,27.2729
69,27.574
70,27.33
71,27.4386
72,27.7622
73,27.7902
74,27.8085
75,27.8241
76,27.6726
77,27.7072
78,27.4264
79,27.448
80,27.7053
81,27.6115
82,27.3735
83,27.3206
84,27.7877
85,27.4894
86,27.3108
87,27.5901
88,26.8575
89,27.6613
90,26.7027
91,27.8064
92,27.8384
93,26.9742
94,27.6073
95,27.6516
96,27.5369
97,27.5928
98,27.8298
99,27.6795
100,27.3843
