round,total_ul_rbg
1,56554
2,60228
3,70219
4,54236
5,51044
6,50907
7,55385
8,59460
9,64339
10,54493
11,57403
12,58960
13,47802
14,40971
15,39787
16,43347
17,46475
18,54782
19,48205
20,60018
21,28720
22,56707
23,48858
24,56465
25,41035
26,49053
27,52093
28,41510
29,56522
30,50190
31,62552
32,36892
33,51553
34,50789
35,59807
36,48182
37,34531
38,55141
39,52166
40,31415
41,51514
42,40419
43,59716
44,57839
45,51102
46,42986
47,20837
48,42609
49,44985
50,54912
51,36887
52,41653
53,37941
54,40932
55,35607
56,50988
57,56232
58,36602
59,38696
60,36923
61,51988
62,52875
63,55254
64,46160
65,27281
66,55896
67,50337
68,60302
69,36912
70,57350
71,36938
72,45796
73,50180
74,50125
75,32061
76,27842
77,55711
78,28696
79,43773
80,38223
81,32961
82,27405
83,45486
84,43012
85,41117
86,45913
87,50878
88,31977
89,51506
90,27381
91,47616
92,50946
93,48633
94,50627
95,61449
96,50619
97,48531
98,56625
99,36724
100,43994
