round,ids
1,27;61;130;83;26;134
2,26;9;116;148
3,42;72;61;135;8
4,4;138;83;50;122
5,137;131;65;141
6,10;137;33;62;44
7,137;148;26;89;149
8,134;68;65;144
9,72;4;131;87;44;62
10,134;148;83;33
11,144;141;131;61
12,97;10;116;122;51
13,12;97;10;87
14,130;72;9
15,1;148;135
16,33;137;71
17,12;116;47
18,50;12;87;61;51
19,47;10;139;33;44
20,72;10;61;51;42
21,64;94;50
22,143;131;42;71;9
23,143;27;137;130
24,39;131;47;135;48
25,7;72;44;26
26,61;71;51;148;62
27,7;61;42;149
28,27;83;12;135
29,149;65;51;71;23
30,42;33;65;130;135
31,81;33;71;137;131;144
32,10;83;72;12
33,51;125;61;65;89
34,81;4;131;47;10
35,87;7;83;44;12;62
36,26;148
37,42;61;27
38,4;137;44;87;72
39,72;50;149;77;89
40,144;149;2
41,26;148;71;33;143
42,131;62;4;27
43,131;62;149;61;87;44
44,44;62;33;12;42;116
45,51;148;143;61
46,131;50;71;72
47,144;149
48,144;138;64;4
49,71;26;27;4
50,51;4;138;7;9
51,26;143;44;61
52,137;83;135;12
53,116;137;143;144
54,26;143;72;83
55,81;135
56,135;12;137;33
57,4;61;83;116;71
58,72;87;44;143
59,87;72;44;61
60,9;137;138;112
61,143;116;131;27;9
62,137;131;87;72
63,138;4;116;71;42
64,26;64;12;81;143
65,116;87;42
66,139;143;81;72;148;39
67,1;143;137;125;12
68,47;116;27;72
69,44;65;112;10
70,138;26;10;50;87;1
71,137;148;135;61
72,135;65;131;44;7
73,44;131;83;144;62
74,42;72;148;71
75,137;94;9
76,10;1;122
77,12;83;61;135;9
78,148;87;4
79,144;83;94;4
80,33;12;27;9
81,33;72;148
82,87;72;61
83,10;139;112;42;7
84,33;112;131;62
85,137;33;87;12
86,137;112;138;143;39
87,62;87;116;64;94
88,116;64;7
89,50;116;65;61;4
90,137;131;148
91,131;87;81;65;94
92,83;139;112;116;2
93,139;138;143;33;94
94,87;33;61;71;72
95,71;7;112;62;116
96,39;47;143;4
97,72;12;137;33
98,116;62;61;143;131;87
99,131;83;116;144
100,7;131;87;33
