round,start_sim,end_sim,duration_sim,start_wall,end_wall,duration_wall
1,1,5.35907,4.35907,19:13:04,19:19:41,396.939
2,5.35907,10.3591,5,19:19:41,19:26:52,431.169
3,10.3591,15.3591,5,19:26:52,19:34:54,481.825
4,15.3591,20.3591,5,19:34:54,19:42:22,448.045
5,20.3591,25.3591,5,19:42:22,19:50:09,467.738
6,25.3591,30.3591,5,19:50:09,19:57:47,457.186
7,30.3591,35.3591,5,19:57:47,20:05:24,456.914
8,35.3591,40.3591,5,20:05:24,20:13:22,478.568
9,40.3591,45.0071,4.648,20:13:22,20:20:48,445.463
10,45.0071,50.0071,5,20:20:48,20:28:36,468.749
11,50.0071,55.0071,5,20:28:36,20:36:17,460.355
12,55.0071,60.0071,5,20:36:17,20:44:07,470.708
13,60.0071,65.0071,5,20:44:07,20:51:40,452.973
14,65.0071,70.0071,5,20:51:40,20:58:14,393.985
15,70.0071,75.0071,5,20:58:14,21:05:37,442.664
16,75.0071,80.0071,5,21:05:37,21:11:50,372.492
17,80.0071,85.0071,5,21:11:50,21:18:31,401.357
18,85.0071,90.0071,5,21:18:31,21:25:25,414.28
19,90.0071,95.0071,5,21:25:25,21:32:44,438.401
20,95.0071,100.007,5,21:32:44,21:39:54,430.014
21,100.007,105.007,5,21:39:54,21:46:18,384.177
22,105.007,110.007,5,21:46:18,21:53:10,412.688
23,110.007,115.007,5,21:53:10,22:00:17,426.475
24,115.007,120.007,5,22:00:17,22:07:12,414.668
25,120.007,125.007,5,22:07:12,22:13:45,393.552
26,125.007,130.007,5,22:13:45,22:20:37,412.008
27,130.007,135.007,5,22:20:37,22:27:24,406.44
28,135.007,140.007,5,22:27:24,22:33:45,380.862
29,140.007,145.007,5,22:33:45,22:40:36,411.336
30,145.007,150.007,5,22:40:36,22:47:34,418.48
31,150.007,154.51,4.50246,22:47:34,22:54:07,392.194
32,154.51,159.51,5,22:54:07,23:00:31,384.743
33,159.51,164.51,5,23:00:31,23:07:24,412.592
34,164.51,169.51,5,23:07:24,23:14:50,445.665
35,169.51,174.124,4.61404,23:14:50,23:21:40,410.359
36,174.124,179.124,5,23:21:40,23:28:17,397.607
37,179.124,184.124,5,23:28:17,23:34:44,386.848
38,184.124,189.124,5,23:34:44,23:41:38,414.103
39,189.124,194.124,5,23:41:38,23:48:17,398.614
40,194.124,199.124,5,23:48:17,23:54:30,372.92
41,199.124,204.124,5,23:54:30,00:01:39,429.116
42,204.124,209.124,5,00:01:39,00:08:24,404.714
43,209.124,213.46,4.336,00:08:24,00:14:46,381.83
44,213.46,217.842,4.382,00:14:46,00:21:14,388.563
45,217.842,222.842,5,00:21:14,00:28:11,416.802
46,222.842,227.842,5,00:28:11,00:34:50,398.599
47,227.842,232.842,5,00:34:50,00:40:42,352.836
48,232.842,237.842,5,00:40:42,00:47:13,390.616
49,237.842,242.842,5,00:47:13,00:53:59,405.922
50,242.842,247.842,5,00:53:59,01:01:06,427.424
51,247.842,252.842,5,01:01:06,01:07:34,387.104
52,252.842,257.842,5,01:07:34,01:14:04,390.138
53,257.842,262.842,5,01:14:04,01:20:25,381.197
54,262.842,267.842,5,01:20:25,01:27:05,400.461
55,267.842,272.842,5,01:27:05,01:33:29,383.458
56,272.842,277.842,5,01:33:29,01:40:01,392.075
57,277.842,282.842,5,01:40:01,01:47:22,441.318
58,282.842,287.842,5,01:47:22,01:53:48,385.628
59,287.842,292.842,5,01:53:48,02:00:11,382.85
60,292.842,297.842,5,02:00:11,02:06:38,387.181
61,297.842,302.842,5,02:06:38,02:13:18,400.462
62,302.842,307.842,5,02:13:18,02:20:02,403.392
63,307.842,312.842,5,02:20:02,02:27:23,441.216
64,312.842,317.842,5,02:27:23,02:34:06,403.464
65,317.842,322.842,5,02:34:06,02:40:13,366.944
66,322.842,326.823,3.981,02:40:13,02:46:22,369.001
67,326.823,331.823,5,02:46:22,02:53:08,405.51
68,331.823,336.823,5,02:53:08,03:00:03,414.746
69,336.823,341.823,5,03:00:03,03:06:30,387.143
70,341.823,346.231,4.4085,03:06:30,03:12:54,384.64
71,346.231,351.231,5,03:12:54,03:19:22,387.607
72,351.231,356.231,5,03:19:22,03:26:12,410.027
73,356.231,361.231,5,03:26:12,03:32:56,404.464
74,361.231,366.231,5,03:32:56,03:39:43,406.367
75,366.231,371.231,5,03:39:43,03:45:53,370.557
76,371.231,376.231,5,03:45:53,03:52:02,368.671
77,376.231,381.231,5,03:52:02,03:58:45,402.487
78,381.231,386.231,5,03:58:45,04:04:52,367.169
79,386.231,391.231,5,04:04:52,04:11:21,389.139
80,391.231,396.231,5,04:11:21,04:17:46,385.198
81,396.231,401.231,5,04:17:46,04:24:31,404.895
82,401.231,406.231,5,04:24:31,04:30:37,366.07
83,406.231,411.231,5,04:30:37,04:37:27,409.586
84,411.231,416.231,5,04:37:27,04:43:51,383.94
85,416.231,421.231,5,04:43:51,04:50:17,386.007
86,421.231,426.231,5,04:50:17,04:57:10,413.802
87,426.231,431.231,5,04:57:10,05:04:11,420.795
88,431.231,436.231,5,05:04:11,05:10:19,367.477
89,436.231,441.231,5,05:10:19,05:17:03,404.233
90,441.231,446.231,5,05:17:03,05:23:10,366.676
