round,total_numsym
1,97769
2,77736
3,87471
4,64366
5,66834
6,73109
7,74626
8,92675
9,84788
10,70765
11,68982
12,82100
13,60384
14,36374
15,51465
16,37683
17,45753
18,64572
19,65479
20,81498
21,31401
22,56326
23,62823
24,58435
25,50644
26,57228
27,59952
28,41018
29,64864
30,73656
31,86615
32,46055
33,58642
34,73134
35,75159
36,50065
37,37901
38,72853
39,49664
40,27771
41,78468
42,43343
43,88335
44,89524
45,65808
46,47267
47,15815
48,46413
49,53448
50,67882
51,47651
52,53529
53,41296
54,52177
55,34675
56,48606
57,74273
58,47989
59,39046
60,47065
61,57568
62,58163
63,76798
64,63790
65,27535
66,87042
67,64519
68,58484
69,47099
70,88748
71,49205
72,67558
73,56421
74,63375
75,24758
76,28607
77,53977
78,28251
79,43636
80,43138
81,45650
82,30426
83,64953
84,38884
85,42310
86,70758
87,64715
88,24995
89,53404
90,26632
91,60307
92,60168
93,60581
94,58179
95,85893
96,74761
97,66466
98,92160
99,43609
100,57920
