round,total_ul_rbg
1,43212
2,50655
3,46218
4,45750
5,44302
6,43007
7,43711
8,45854
9,41718
10,45592
11,45559
12,44253
13,43811
14,47052
15,45519
16,44298
17,45606
18,44598
19,43899
20,43308
21,42397
22,45479
23,44304
24,44393
25,43307
26,44452
27,45274
28,42654
29,45775
30,42803
31,39010
32,43019
33,42960
34,43935
35,39742
36,45915
37,43689
38,43830
39,46150
40,43393
41,43635
42,43265
43,37804
44,38028
45,44552
46,43153
47,42209
48,44064
49,44281
50,44496
51,43422
52,43603
53,43043
54,42909
55,46365
56,45556
57,44273
58,42896
59,42215
60,42282
61,44241
62,44214
63,43556
64,42878
65,42768
66,33942
67,44200
68,46388
69,42096
70,38344
71,44136
72,43170
73,44111
74,44896
75,43503
76,42273
77,46396
78,42941
79,43237
80,42047
81,43624
82,42232
83,42590
84,44486
85,44062
86,42570
87,45079
88,43093
89,44501
90,42042
91,43345
92,44169
93,44023
94,44795
95,44268
96,43272
97,46154
98,35601
99,43354
100,44171
