round,ids
1,1.42807;3.44353;4.34903;4.34957;4.35907;4.35907
2,2.871;4.196;4.9125;4.97
3,3.28447;3.4805;3.7895;4.6955;4.743
4,1.33197;3.2045;3.6345;3.638;4.249
5,1.143;3.82497;3.865;4.7965
6,1.5985;1.7735;4.06896;4.178;4.179
7,1.8095;4.10946;4.206;4.23896;4.8245
8,1.3225;4.10647;4.11246;4.132
9,1.6905;3.368;4.0725;4.0725;4.108;4.648
10,1.28346;3.4355;3.947;3.947
11,3.192;3.5195;4.575;4.6715
12,1.2165;3.30646;3.8745;3.89047;4.375
13,2.562;2.8215;2.864;4.168
14,2.0485;3.02996;4.075
15,1.2385;3.458;3.72
16,1.2575;2.4715;2.64446
17,1.46;2.903;3.546
18,1.83246;1.8885;3.68296;3.74546;4.6945
19,1.2425;3.3155;3.757;4.1075;4.1075
20,2.716;3.087;3.11152;4.44746;4.46146
21,1.187;2.69546;2.8265
22,1.217;3.14797;3.3195;4.0745;4.8195
23,1.81796;2.0285;4.034;4.34446
24,1.283;3.053;3.3405;4.296;4.487
25,1.1895;2.81;2.86746;2.9255
26,1.2735;3.109;3.50347;3.507;3.876
27,1.602;1.727;3.589;4.7505
28,1.6805;2.939;2.95546;3.5585
29,2.95;3.9455;4.003;4.1075;4.88196
30,2.2145;2.42196;2.48;4.21;4.21
31,2.286;2.45;2.74446;4.4345;4.4345;4.50246
32,1.19804;2.79154;2.81053;2.95354
33,1.26504;3.10454;3.53904;3.53904;4.4235
34,1.26504;3.72604;4.35404;4.35454;4.42903
35,1.21204;3.18804;3.64754;3.92304;4.13054;4.61404
36,1.251;3.0775
37,1.208;2.9475;2.95397
38,1.45;3.4015;3.73396;3.831;3.916
39,1.2795;2.77546;3.9215;4.1805;4.3875
40,1.5575;1.74;2.959
41,1.8085;1.8305;3.893;4.0775;4.0785
42,1.18597;2.9375;3.1685;3.519
43,1.574;2.846;4.24496;4.2605;4.336;4.336
44,1.6775;2.0005;4.35996;4.35996;4.3815;4.382
45,2.4555;3.314;3.31646;3.4505
46,1.6445;3.3025;3.3565;3.4155
47,1.5795;1.67197
48,1.155;2.7555;2.7555;3.9855
49,1.7935;3.6625;3.70846;4.258
50,1.662;3.2925;3.84;4.13796;4.1495
51,1.215;2.928;2.9455;3.04896
52,2.714;2.71646;3.131;3.7985
53,1.8045;1.961;3.11146;3.11147
54,1.647;1.7845;3.5555;3.556
55,2.461;4.22896
56,2.13696;2.796;3.485;3.5355
57,1.2335;3.3265;3.91146;4.0325;4.1805
58,1.1595;2.8545;2.8565;2.925
59,1.763;2.1795;2.2015;3.07
60,1.223;2.8435;2.861;2.967
61,2.025;2.16146;3.3855;3.5855;4.992
62,2.1915;2.4315;3.6925;4.748
63,1.2695;3.36147;3.979;4.09347;4.10696
64,1.76646;1.779;3.428;3.5595;3.5635
65,1.2315;2.3135;2.3145
66,1.1915;3.1325;3.7755;3.8115;3.981;3.981
67,1.7155;1.845;3.6575;3.6745;4.62446
68,1.483;3.2895;3.96946;4.74546
69,1.192;2.83596;2.85046;2.9475
70,2.3285;2.33046;2.4705;4.3605;4.37;4.4085
71,1.248;3.038;3.038;3.15746
72,1.342;3.417;3.417;3.688;3.68896
73,1.751;1.79896;3.428;3.5155;4.8525
74,1.8815;1.914;3.6415;3.643
75,1.18496;2.29946;2.965
76,1.146;2.32196;2.6445
77,1.2165;2.78797;2.931;3.9625;4.8135
78,1.73647;1.768;2.2235
79,2.359;2.761;2.833;3.819
80,1.1485;2.661;2.978;3.08397
81,1.715;3.5265;3.5595
82,1.9205;1.9205;2.1175
83,1.196;3.231;3.231;3.477;3.477
84,1.6555;1.77296;2.9385;3.751
85,2.1375;2.5245;2.735;3.0435
86,1.2385;3.4665;3.4665;3.72346;3.72446
87,1.31901;3.6065;3.64047;3.656;4.8885
88,1.62846;1.82;2.4195
89,1.54647;1.7725;3.5045;3.6055;4.4505
90,1.759;1.876;2.0275
91,1.267;3.085;3.47497;3.492;3.692
92,1.25946;3.292;3.29446;3.4755;4.2875
93,1.215;3.338;3.737;3.747;4.1695
94,2.2265;2.41347;2.58;3.9155;3.94147
95,1.27096;3.36796;4.115;4.224;4.3135
96,3.189;3.19;3.35;3.4555
97,1.9005;3.61197;3.702;3.7155
98,1.7045;1.8175;4.168;4.168;4.1745;4.1745
99,1.181;2.735;2.88396;2.9795
100,1.8185;1.846;3.6125;3.61346
