round,ndi0_count,ndi1_count
1,40,8309
2,411,6318
3,256,7279
4,157,5334
5,292,5486
6,182,6108
7,211,6253
8,544,7613
9,196,7058
10,310,5801
11,429,5550
12,198,6817
13,239,4951
14,269,2853
15,252,4155
16,261,3006
17,288,3648
18,133,5390
19,166,5423
20,249,6779
21,43,2631
22,261,4659
23,274,5124
24,160,4855
25,89,4233
26,73,4815
27,271,4893
28,92,3413
29,500,5189
30,67,6227
31,133,7281
32,4,3917
33,125,4881
34,122,6135
35,189,6317
36,315,4039
37,214,3058
38,55,6166
39,444,3922
40,111,2262
41,132,6587
42,58,3631
43,104,7463
44,6,7615
45,190,5473
46,78,3967
47,30,1318
48,124,3856
49,201,4404
50,209,5591
51,0,4054
52,138,4479
53,0,3512
54,65,4423
55,267,2694
56,199,3967
57,175,6170
58,10,4071
59,2,3321
60,24,3987
61,129,4790
62,192,4786
63,166,6420
64,9,5422
65,0,2342
66,3,7402
67,181,5423
68,227,4815
69,3,4006
70,0,7550
71,7,4184
72,18,5742
73,115,4721
74,236,5195
75,83,2028
76,38,2407
77,245,4386
78,53,2352
79,179,3594
80,155,3543
81,142,3769
82,39,2574
83,4,5521
84,82,3236
85,59,3560
86,0,6021
87,108,5407
88,23,2108
89,121,4485
90,0,2263
91,52,5086
92,160,4984
93,149,5045
94,83,4886
95,212,7218
96,194,6298
97,251,5438
98,20,7823
99,0,3717
100,134,4873
