round,count
1,8349
2,6729
3,7535
4,5491
5,5778
6,6290
7,6464
8,8157
9,7254
10,6111
11,5979
12,7015
13,5190
14,3122
15,4407
16,3267
17,3936
18,5523
19,5589
20,7028
21,2674
22,4920
23,5398
24,5015
25,4322
26,4888
27,5164
28,3505
29,5689
30,6294
31,7414
32,3921
33,5006
34,6257
35,6506
36,4354
37,3272
38,6221
39,4366
40,2373
41,6719
42,3689
43,7567
44,7621
45,5663
46,4045
47,1348
48,3980
49,4605
50,5800
51,4054
52,4617
53,3512
54,4488
55,2961
56,4166
57,6345
58,4081
59,3323
60,4011
61,4919
62,4978
63,6586
64,5431
65,2342
66,7405
67,5604
68,5042
69,4009
70,7550
71,4191
72,5760
73,4836
74,5431
75,2111
76,2445
77,4631
78,2405
79,3773
80,3698
81,3911
82,2613
83,5525
84,3318
85,3619
86,6021
87,5515
88,2131
89,4606
90,2263
91,5138
92,5144
93,5194
94,4969
95,7430
96,6492
97,5689
98,7843
99,3717
100,5007
