round,ids
1,4.75857
2,3.43107;3.94907;3.96406;4.54657
3,3.95157
4,3.83357;3.92657;4.32757;4.34506;4.92107
5,3.38703;4.18107;4.18207;4.71357
6,3.02157;3.58357;3.71653;3.71703;4.04403
7,3.44907;3.92807;4.22056;4.22057
8,2.97903;4.61457;4.77557
9,3.97857
10,3.31007;3.90303;4.11357;4.30307
11,3.36157;3.71907
12,2.26657;4.72957
13,2.91657;3.19557;3.30657;3.89707
14,3.81207;4.80257;4.90507
15,2.63507;4.32957
16,3.44457;4.10907;4.13153;4.14756
17,4.31507;4.34157;4.61957
18,3.44903;3.46156;4.69853
19,2.75553;3.34357;4.19153
20,2.65956;4.46757
21,3.26207;3.85253
22,3.49107;4.04953;4.27157;4.27207;4.46407
23,2.32407
24,3.20707;3.57353;4.51107
25,1.41307;2.20757
27,3.02207;3.05857;3.72057
28,4.04907;4.05757;4.36557
29,3.11457;3.45757;3.63406
30,2.74853;2.81353;3.15807;3.15907
31,3.14257;3.32853;4.15703
32,3.64307;4.15607
33,2.94807;3.06207;3.29057
34,4.43957;4.56907;4.64357
35,4.27403;4.76557;4.99653
36,2.29407;2.40857;2.73856
37,3.53253;3.77557
38,3.14707;3.54553;3.58657
39,2.16107;3.60203
40,2.47357;4.13107
41,2.21456;2.42657
42,3.30553
43,3.83557;4.23157;4.39807
44,2.05707;3.04303
45,2.01957;2.30207;2.93256
46,3.23903;3.28953
47,2.69457;3.08057;3.42457
48,2.75457;4.00757;4.17457
49,2.56007;2.82457
50,2.25607;2.56157;2.88607
51,1.75507;1.88607
52,3.13257;3.32207;3.39357
53,1.78407;2.02406
54,3.32403;4.12556;4.17707;4.64557
55,2.12507;3.14657;3.99457
56,2.72807;3.30053;3.46207
57,1.84307
58,1.83953;2.35407
59,2.67007;2.85707;4.89253
60,3.41407;3.76157;3.96857
61,3.63007;3.70657;3.74907;3.83407
62,2.75157;2.91407;3.42057
63,3.76807;3.81453
64,2.31007;2.73753;2.82907
65,2.74853;2.90107
66,3.29653;3.75006;4.26207
67,2.50507;2.99557;2.99607;3.47257
68,3.16607;3.99557;4.08056;4.08257;4.21957
69,3.10506;3.56903;3.67707;3.71457;4.83707
70,3.09207;3.52107;3.85657;4.38657
71,2.79653;3.53957
72,3.73107
73,2.55207;2.77307;4.26457
74,3.53903;3.88207
75,2.46253;2.60953
76,2.52007;2.79557
77,2.24707;2.47707;3.11357
78,2.70157;3.06407;3.42706;4.11553
79,2.63303;2.92007;3.84157
80,1.82957;1.97303;3.19807
81,2.83653;2.89457;3.28707;3.33557;3.33657
82,2.28403;2.70703;2.78257;2.81053
83,1.86553;2.10407
84,1.61307;2.04207;2.37807
85,2.48057;2.86157;3.00703
86,1.91153;2.18907;2.29203
87,2.50457;2.93957;3.21057
88,1.71207;2.01503;2.24153
89,1.56307
90,2.72307;3.23057;3.30407;3.92907;4.34307
91,1.72456;2.18007;2.19556
92,3.38657;3.38806;3.38806;3.39057;3.59107
93,2.58803;2.86856;2.95357;4.69157
94,3.09603;3.48807;3.52557;4.02507
95,2.44057;2.71357
96,1.88407;2.16257;2.46553;2.59507
97,2.55907;3.12707;3.68007
98,1.89756;2.07907
99,2.55407;3.20806;3.40603;3.44153
100,1.49853;1.72407
