round,avg_ul_mcs
1,26.8293
2,27.7742
3,26.9897
4,27.2565
5,27.8184
6,27.8842
7,27.01
8,27.0489
9,26.6245
10,27.4916
11,27.0129
12,27.3816
13,27.5907
14,27.7468
15,26.8684
16,27.6907
17,26.122
18,27.6356
19,27.8276
20,27.5211
21,27.4286
22,27.6179
23,26.6525
24,27.3017
25,27.7041
26,26.843
27,26.8908
28,27.5153
29,27.3915
30,27.904
31,27.5817
32,27.4649
33,27.5327
34,27.4386
35,27.4821
36,27.6288
37,27.0545
38,27.3626
39,27.3231
40,27.2899
41,27.4673
42,26.8696
43,27.3846
44,27.474
45,27.67
46,27.2345
47,27.542
48,27.2495
49,27.3825
50,27.2875
51,27.2084
52,26.7565
53,27.1571
54,27.7279
55,27.6085
56,27.465
57,27.1478
58,26.8057
59,27.5978
60,26.4894
61,27.8128
62,27.5214
63,27.2648
64,27.5189
65,27.1475
66,26.9059
67,27.7644
68,27.6836
69,27.8182
70,27.5166
71,27.5483
72,26.8128
73,27.6751
74,27.0486
75,27.11
76,27.1054
77,27.4025
78,27.8021
79,27.629
80,27.2758
81,27.8782
82,27.8468
83,27.251
84,27.5413
85,27.6214
86,27.7078
87,27.3168
88,27.1233
89,26.5324
90,27.8504
91,27.7385
92,27.9032
93,27.7981
94,27.4986
95,27.2031
96,27.7784
97,27.6985
98,27.2243
99,27.6953
100,27.5749
