round,total_ul_rbg
1,20803
2,47894
3,27392
4,56068
5,54889
6,54369
7,45365
8,41905
9,28661
10,48717
11,26247
12,24997
13,40923
14,34443
15,29827
16,45414
17,37172
18,48769
19,48299
20,41040
21,33797
22,50588
23,23338
24,41895
25,20387
26,22766
27,37415
28,43469
29,33824
30,36567
31,37148
32,51112
33,45741
34,34825
35,43705
36,31076
37,27968
38,35835
39,23256
40,28103
41,19920
42,20595
43,37483
44,23165
45,30915
46,23419
47,31007
48,39998
49,29126
50,36665
51,20633
52,31569
53,21993
54,47360
55,42865
56,39167
57,15568
58,29357
59,43717
60,34343
61,39912
62,31022
63,27933
64,39872
65,29481
66,50825
67,41636
68,49172
69,54546
70,52975
71,40976
72,32422
73,48728
74,45719
75,23843
76,37673
77,38679
78,41286
79,32848
80,32387
81,46333
82,37143
83,28303
84,28406
85,37434
86,28034
87,31600
88,36196
89,18893
90,52337
91,27628
92,46178
93,41648
94,43873
95,24126
96,36966
97,36338
98,27104
99,42520
100,26988
