round,start_sim,end_sim,duration_sim,start_wall,end_wall,duration_wall
1,1,6,5,17:09:02,17:16:49,467.062
2,6,11,5,17:16:49,17:24:19,450.182
3,11,16,5,17:24:19,17:32:02,463.236
4,16,21,5,17:32:02,17:39:51,468.537
5,21,26,5,17:39:51,17:47:47,476.631
6,26,31,5,17:47:47,17:55:06,438.332
7,31,36,5,17:55:06,18:02:46,460.376
8,36,41,5,18:02:46,18:09:37,411.224
9,41,46,5,18:09:37,18:17:27,469.396
10,46,51,5,18:17:27,18:25:15,468.276
11,51,56,5,18:25:15,18:32:37,442.271
12,56,61,5,18:32:37,18:38:58,380.863
13,61,66,5,18:38:58,18:46:04,425.483
14,66,71,5,18:46:04,18:54:33,509.389
15,71,76,5,18:54:33,19:01:02,388.801
16,76,81,5,19:01:02,19:08:55,473.45
17,81,86,5,19:08:55,19:16:30,454.887
18,86,91,5,19:16:30,19:23:49,439.068
19,91,96,5,19:23:49,19:31:31,461.655
20,96,101,5,19:31:31,19:38:04,393.31
21,101,106,5,19:38:04,19:45:29,444.54
22,106,111,5,19:45:29,19:53:19,470.057
23,111,116,5,19:53:19,19:59:43,384.673
24,116,121,5,19:59:43,20:07:08,444.814
25,121,126,5,20:07:08,20:13:02,353.467
26,126,131,5,20:13:02,20:19:19,377.182
27,131,136,5,20:19:19,20:26:10,410.675
28,136,141,5,20:26:10,20:33:32,442.048
29,141,146,5,20:33:32,20:40:44,432.75
30,146,151,5,20:40:44,20:47:28,403.756
31,151,156,5,20:47:28,20:54:40,431.572
32,156,161,5,20:54:40,21:02:13,453.595
33,161,166,5,21:02:13,21:09:07,413.575
34,166,171,5,21:09:07,21:16:52,465.232
35,171,176,5,21:16:52,21:25:19,506.546
36,176,181,5,21:25:19,21:31:38,379.444
37,181,186,5,21:31:38,21:38:59,440.838
38,186,191,5,21:38:59,21:46:17,437.82
39,191,196,5,21:46:17,21:52:34,377.287
40,196,201,5,21:52:34,21:59:04,389.572
41,201,206,5,21:59:04,22:05:20,375.991
42,206,211,5,22:05:20,22:12:41,441.26
43,211,216,5,22:12:41,22:19:36,415.107
44,216,221,5,22:19:36,22:25:45,369.134
45,221,226,5,22:25:45,22:32:00,374.445
46,226,231,5,22:32:00,22:38:52,412.205
47,231,236,5,22:38:52,22:45:35,403.535
48,236,241,5,22:45:35,22:52:37,421.802
49,241,246,5,22:52:37,22:59:04,386.888
50,246,251,5,22:59:04,23:05:46,401.524
51,251,256,5,23:05:46,23:11:45,359.008
52,256,261,5,23:11:45,23:18:33,408.882
53,261,266,5,23:18:33,23:24:36,362.17
54,266,271,5,23:24:36,23:32:32,476.558
55,271,276,5,23:32:32,23:39:16,403.491
56,276,281,5,23:39:16,23:46:26,430.41
57,281,286,5,23:46:26,23:52:38,371.488
58,286,291,5,23:52:38,23:58:52,374.279
59,291,296,5,23:58:52,00:05:40,408.566
60,296,301,5,00:05:40,00:12:56,435.759
61,301,306,5,00:12:56,00:20:15,438.707
62,306,311,5,00:20:15,00:26:52,397.053
63,311,316,5,00:26:52,00:33:14,381.854
64,316,321,5,00:33:14,00:39:56,401.951
65,321,326,5,00:39:56,00:46:14,378.371
66,326,331,5,00:46:14,00:53:52,458.222
67,331,336,5,00:53:52,01:00:31,398.479
68,336,341,5,01:00:31,01:08:17,466.092
69,341,346,5,01:08:17,01:15:53,455.934
70,346,351,5,01:15:53,01:23:11,438.334
71,351,356,5,01:23:11,01:29:57,405.612
72,356,361,5,01:29:57,01:37:23,446.216
73,361,366,5,01:37:23,01:44:08,405.056
74,366,371,5,01:44:08,01:51:32,443.395
75,371,376,5,01:51:32,01:57:51,379.399
76,376,381,5,01:57:51,02:04:40,408.685
77,381,386,5,02:04:40,02:10:56,376.27
78,386,391,5,02:10:56,02:17:34,398.537
79,391,396,5,02:17:34,02:23:58,384.047
80,396,401,5,02:23:58,02:30:06,367.829
81,401,406,5,02:30:06,02:37:10,423.675
82,406,411,5,02:37:10,02:43:43,393.01
83,411,416,5,02:43:43,02:49:52,369.429
84,416,421,5,02:49:52,02:55:57,364.281
85,421,426,5,02:55:57,03:02:31,394.645
86,426,431,5,03:02:31,03:08:38,366.541
87,431,436,5,03:08:38,03:15:33,415.492
88,436,441,5,03:15:33,03:21:42,368.977
89,441,446,5,03:21:42,03:27:35,352.309
90,446,451,5,03:27:35,03:34:42,427.448
91,451,456,5,03:34:42,03:40:48,366.006
92,456,461,5,03:40:48,03:47:50,421.864
93,461,466,5,03:47:50,03:54:22,392.005
94,466,471,5,03:54:22,04:01:30,427.982
95,471,476,5,04:01:30,04:08:05,394.831
96,476,481,5,04:08:05,04:14:22,377.606
97,481,486,5,04:14:22,04:20:51,388.245
98,486,491,5,04:20:51,04:26:50,359.217
99,491,496,5,04:26:50,04:33:51,421.237
100,496,501,5,04:33:51,04:39:34,342.8
